funding_round_id,startup_id,finOrg_id,funded_at,funding_round_type,funding_round_code,raised_amount,raised_currency_code,is_first_round,is_last_round
1,c:4,f:1,2006-12-01,series-b,b,8500000.0,USD,0,0
1,c:4,f:2,2006-12-01,series-b,b,8500000.0,USD,0,0
3,c:5,f:4,2005-05-01,series-a,a,12700000.0,USD,0,0
4,c:5,f:1,2006-04-01,series-b,b,27500000.0,USD,0,0
4,c:5,f:5,2006-04-01,series-b,b,27500000.0,USD,0,0
4,c:5,f:6,2006-04-01,series-b,b,27500000.0,USD,0,0
4,c:5,f:3181,2006-04-01,series-b,b,27500000.0,USD,0,0
5,c:7299,f:3,2006-05-01,series-b,b,10500000.0,USD,0,0
6,c:9,f:6,2007-01-01,series-a,a,1500000.0,USD,0,1
7,c:9,f:7,2007-03-01,series-b,b,10000000.0,USD,0,0
8,c:13,f:29,2005-12-01,series-a,seed,1500000.0,USD,0,0
9,c:14,f:48,2007-05-01,series-a,a,6300000.0,USD,0,1
9,c:14,f:83,2007-05-01,series-a,a,6300000.0,USD,0,1
11,c:15,f:14,2007-01-01,angel,angel,40000.0,USD,0,0
12,c:16,f:8,2007-06-01,series-b,b,40000000.0,USD,0,1
12,c:16,f:10,2007-06-01,series-b,b,40000000.0,USD,0,1
12,c:16,f:11,2007-06-01,series-b,b,40000000.0,USD,0,1
12,c:16,f:1262,2007-06-01,series-b,b,40000000.0,USD,0,1
13,c:16,f:12,2007-06-01,series-a,a,13500000.0,USD,0,1
13,c:16,f:10,2007-06-01,series-a,a,13500000.0,USD,0,1
13,c:16,f:11,2007-06-01,series-a,a,13500000.0,USD,0,1
14,c:15,f:14,2007-06-01,series-a,a,3710000.0,USD,0,0
14,c:15,f:13,2007-06-01,series-a,a,3710000.0,USD,0,0
16,c:18,f:636,2007-01-01,series-b,b,5700000.0,USD,0,0
16,c:18,f:62,2007-01-01,series-b,b,5700000.0,USD,0,0
18,c:22,f:16,2007-06-01,series-a,a,1500000.0,USD,0,1
19,c:23,f:17,2007-05-09,series-a,a,45000000.0,USD,1,1
19,c:23,f:18,2007-05-09,series-a,a,45000000.0,USD,1,1
20,c:27,f:17,2002-11-01,series-a,a,3800000.0,USD,0,1
20,c:27,f:3181,2002-11-01,series-a,a,3800000.0,USD,0,1
21,c:27,f:17,2003-07-01,series-b,b,8500000.0,USD,0,0
21,c:27,f:728,2003-07-01,series-b,b,8500000.0,USD,0,0
21,c:27,f:1080,2003-07-01,series-b,b,8500000.0,USD,0,0
22,c:30,f:23,2007-06-01,series-a,a,12500000.0,USD,1,0
22,c:30,f:6,2007-06-01,series-a,a,12500000.0,USD,1,0
22,c:30,f:168,2007-06-01,series-a,a,12500000.0,USD,1,0
23,c:31,f:24,2006-06-01,series-c+,c,10520000.0,USD,0,0
23,c:31,f:26,2006-06-01,series-c+,c,10520000.0,USD,0,0
23,c:31,f:25,2006-06-01,series-c+,c,10520000.0,USD,0,0
24,c:31,f:26,2004-09-01,series-b,b,6500000.0,USD,0,0
27,c:34,f:127,2006-05-01,series-a,a,2500000.0,USD,0,1
27,c:34,f:67,2006-05-01,series-a,a,2500000.0,USD,0,1
28,c:34,f:127,2007-02-01,series-b,b,5500000.0,USD,0,0
28,c:34,f:67,2007-02-01,series-b,b,5500000.0,USD,0,0
29,c:27,f:17,2004-04-01,series-c+,c,7000000.0,USD,0,0
29,c:27,f:1080,2004-04-01,series-c+,c,7000000.0,USD,0,0
30,c:27,f:262,2007-02-01,series-c+,d,9000000.0,USD,1,0
31,c:35,f:29,2007-06-01,series-a,a,5000000.0,USD,0,1
31,c:35,f:18,2007-06-01,series-a,a,5000000.0,USD,0,1
31,c:35,f:30,2007-06-01,series-a,a,5000000.0,USD,0,1
31,c:35,f:31,2007-06-01,series-a,a,5000000.0,USD,0,1
32,c:38,f:32,2007-07-01,series-a,a,2250000.0,USD,0,1
32,c:38,f:26,2007-07-01,series-a,a,2250000.0,USD,0,1
32,c:38,f:242,2007-07-01,series-a,a,2250000.0,USD,0,1
33,c:40,f:34,2006-04-01,series-b,b,12500000.0,USD,0,0
33,c:40,f:35,2006-04-01,series-b,b,12500000.0,USD,0,0
34,c:40,f:421,2007-08-01,series-c+,c,25000000.0,USD,0,0
34,c:40,f:36,2007-08-01,series-c+,c,25000000.0,USD,0,0
34,c:40,f:37,2007-08-01,series-c+,c,25000000.0,USD,0,0
34,c:40,f:34,2007-08-01,series-c+,c,25000000.0,USD,0,0
35,c:43,f:12,2007-06-01,angel,seed,1000000.0,USD,1,1
36,c:44,f:36,2006-10-01,series-c+,c,30000000.0,USD,0,0
36,c:44,f:1287,2006-10-01,series-c+,c,30000000.0,USD,0,0
37,c:44,f:29,2005-12-01,series-a,a,5000000.0,USD,0,0
37,c:44,f:38,2005-12-01,series-a,a,5000000.0,USD,0,0
37,c:44,f:1396,2005-12-01,series-a,a,5000000.0,USD,0,0
38,c:44,f:38,2006-04-01,series-b,b,26000000.0,USD,0,0
39,c:53,f:41,2007-05-01,series-b,b,6850000.0,USD,0,0
40,c:53,f:42,2006-10-01,series-a,a,6000000.0,USD,0,1
41,c:46,f:44,2006-03-01,series-a,a,6000000.0,USD,0,1
41,c:46,f:43,2006-03-01,series-a,a,6000000.0,USD,0,1
43,c:54,f:31,2007-02-01,angel,seed,700000.0,USD,0,1
44,c:54,f:31,2007-06-01,series-a,a,4000000.0,USD,1,0
44,c:54,f:45,2007-06-01,series-a,a,4000000.0,USD,1,0
45,c:58,f:48,2007-06-01,series-c+,c,20000000.0,USD,0,0
45,c:58,f:46,2007-06-01,series-c+,c,20000000.0,USD,0,0
45,c:58,f:5,2007-06-01,series-c+,c,20000000.0,USD,0,0
45,c:58,f:2,2007-06-01,series-c+,c,20000000.0,USD,0,0
45,c:58,f:262,2007-06-01,series-c+,c,20000000.0,USD,0,0
46,c:58,f:4,2005-04-01,series-a,a,7500000.0,USD,0,1
46,c:58,f:48,2005-04-01,series-a,a,7500000.0,USD,0,1
47,c:58,f:4,2006-02-01,series-b,b,12500000.0,USD,0,0
47,c:58,f:48,2006-02-01,series-b,b,12500000.0,USD,0,0
47,c:58,f:46,2006-02-01,series-b,b,12500000.0,USD,0,0
47,c:58,f:2,2006-02-01,series-b,b,12500000.0,USD,0,0
48,c:55,f:51,2006-07-01,series-b,b,7000000.0,USD,1,0
48,c:55,f:50,2006-07-01,series-b,b,7000000.0,USD,1,0
48,c:55,f:49,2006-07-01,series-b,b,7000000.0,USD,1,0
49,c:65,f:52,2007-01-01,series-a,seed,3000000.0,USD,1,1
50,c:69,f:45,2007-02-15,series-a,a,1500000.0,USD,0,1
52,c:72,f:55,2006-01-01,series-a,a,4000000.0,USD,1,1
54,c:1896,f:57,2007-01-01,series-a,a,900000.0,USD,0,1
55,c:1896,f:56,2007-06-01,series-b,b,3300000.0,USD,0,0
55,c:1896,f:57,2007-06-01,series-b,b,3300000.0,USD,0,0
59,c:80,f:62,2005-08-01,series-b,b,19500000.0,USD,0,0
59,c:80,f:61,2005-08-01,series-b,b,19500000.0,USD,0,0
59,c:80,f:3,2005-08-01,series-b,b,19500000.0,USD,0,0
60,c:80,f:62,2006-07-01,series-c+,c,18000000.0,USD,0,0
60,c:80,f:61,2006-07-01,series-c+,c,18000000.0,USD,0,0
60,c:80,f:63,2006-07-01,series-c+,c,18000000.0,USD,0,0
60,c:80,f:3,2006-07-01,series-c+,c,18000000.0,USD,0,0
61,c:80,f:62,2005-01-01,series-a,a,8000000.0,USD,0,1
61,c:80,f:3,2005-01-01,series-a,a,8000000.0,USD,0,1
62,c:82,f:1,2006-09-01,series-a,a,1000000.0,USD,0,1
62,c:82,f:3181,2006-09-01,series-a,a,1000000.0,USD,0,1
63,c:82,f:1,2007-06-01,series-b,b,8000000.0,USD,1,0
65,c:84,f:29,2006-06-01,series-a,a,5000000.0,USD,0,0
65,c:84,f:41,2006-06-01,series-a,a,5000000.0,USD,0,0
66,c:84,f:41,2007-04-01,series-b,b,20000000.0,USD,0,0
66,c:84,f:262,2007-04-01,series-b,b,20000000.0,USD,0,0
67,c:86,f:64,2007-01-01,series-a,a,13000000.0,USD,1,0
67,c:86,f:13,2007-01-01,series-a,a,13000000.0,USD,1,0
69,c:89,f:120,2006-12-01,series-a,a,7000000.0,USD,1,1
69,c:89,f:121,2006-12-01,series-a,a,7000000.0,USD,1,1
70,c:90,f:42,2007-01-01,series-a,a,4000000.0,USD,0,1
70,c:90,f:61,2007-01-01,series-a,a,4000000.0,USD,0,1
71,c:91,f:116,2007-01-01,series-a,a,4250000.0,USD,0,0
71,c:91,f:408,2007-01-01,series-a,a,4250000.0,USD,0,0
72,c:93,f:26,2007-04-01,series-a,a,3100000.0,USD,1,0
73,c:85,f:17,2006-10-01,series-a,a,5000000.0,USD,0,1
75,c:63,f:17,2005-11-01,series-a,a,3500000.0,USD,0,1
76,c:63,f:17,2006-04-01,series-b,b,8000000.0,USD,1,0
77,c:7299,f:47,2005-03-01,series-a,a,3000000.0,USD,0,1
78,c:60,f:1132,2007-05-01,series-c+,c,20000000.0,USD,0,0
79,c:62,f:26,2004-03-01,series-b,b,18800000.0,USD,0,0
79,c:62,f:18,2004-03-01,series-b,b,18800000.0,USD,0,0
80,c:73,f:65,2006-02-01,series-a,a,6000000.0,USD,1,1
81,c:96,f:7,2007-02-27,series-b,b,7000000.0,USD,0,0
81,c:96,f:68,2007-02-27,series-b,b,7000000.0,USD,0,0
81,c:96,f:66,2007-02-27,series-b,b,7000000.0,USD,0,0
81,c:96,f:67,2007-02-27,series-b,b,7000000.0,USD,0,0
82,c:96,f:68,2006-11-29,series-a,a,6200000.0,USD,0,1
82,c:96,f:66,2006-11-29,series-a,a,6200000.0,USD,0,1
82,c:96,f:67,2006-11-29,series-a,a,6200000.0,USD,0,1
83,c:97,f:70,2007-04-25,series-b,b,9000000.0,USD,1,0
83,c:97,f:69,2007-04-25,series-b,b,9000000.0,USD,1,0
83,c:97,f:71,2007-04-25,series-b,b,9000000.0,USD,1,0
84,c:97,f:70,2007-04-25,series-a,a,3500000.0,USD,1,0
84,c:97,f:69,2007-04-25,series-a,a,3500000.0,USD,1,0
85,c:4,f:1,2005-10-01,series-a,a,2800000.0,USD,0,1
85,c:4,f:2,2005-10-01,series-a,a,2800000.0,USD,0,1
85,c:4,f:4850,2005-10-01,series-a,a,2800000.0,USD,0,1
85,c:4,f:3181,2005-10-01,series-a,a,2800000.0,USD,0,1
86,c:25732,f:72,2007-05-24,series-b,b,6000000.0,USD,0,1
86,c:25732,f:13,2007-05-24,series-b,b,6000000.0,USD,0,1
86,c:25732,f:235,2007-05-24,series-b,b,6000000.0,USD,0,1
88,c:105,f:73,2006-05-01,series-b,b,3000000.0,USD,1,0
88,c:105,f:1287,2006-05-01,series-b,b,3000000.0,USD,1,0
89,c:105,f:75,2005-04-01,series-a,a,500000.0,USD,0,1
89,c:105,f:74,2005-04-01,series-a,a,500000.0,USD,0,1
89,c:105,f:76,2005-04-01,series-a,a,500000.0,USD,0,1
90,c:107,f:77,2006-02-01,series-b,b,6500000.0,USD,0,0
90,c:107,f:79,2006-02-01,series-b,b,6500000.0,USD,0,0
90,c:107,f:50,2006-02-01,series-b,b,6500000.0,USD,0,0
90,c:107,f:80,2006-02-01,series-b,b,6500000.0,USD,0,0
91,c:107,f:1557,2006-08-01,series-c+,c,8000000.0,USD,0,0
92,c:106,f:82,2007-06-29,series-a,a,5350000.0,USD,0,0
92,c:106,f:81,2007-06-29,series-a,a,5350000.0,USD,0,0
93,c:109,f:29,2007-05-08,series-a,a,1200000.0,USD,0,0
93,c:109,f:1396,2007-05-08,series-a,a,1200000.0,USD,0,0
93,c:109,f:446,2007-05-08,series-a,a,1200000.0,USD,0,0
94,c:112,f:30,2007-07-01,series-a,a,4000000.0,USD,1,1
95,c:113,f:48,2006-10-01,series-c+,c,10000000.0,USD,0,0
96,c:113,f:42,2005-10-01,series-b,b,5000000.0,USD,0,0
97,c:47,f:84,2007-07-01,series-c+,c,44000000.0,USD,0,0
100,c:121,f:176,2008-06-02,series-a,a,1000000.0,USD,1,1
100,c:121,f:1166,2008-06-02,series-a,a,1000000.0,USD,1,1
100,c:121,f:85,2008-06-02,series-a,a,1000000.0,USD,1,1
105,c:126,f:87,2007-02-01,series-c+,c,15000000.0,USD,1,0
105,c:126,f:86,2007-02-01,series-c+,c,15000000.0,USD,1,0
105,c:126,f:88,2007-02-01,series-c+,c,15000000.0,USD,1,0
105,c:126,f:73,2007-02-01,series-c+,c,15000000.0,USD,1,0
107,c:126,f:73,2004-01-01,series-b,b,8000000.0,USD,0,0
109,c:128,f:89,2004-10-01,series-a,a,1500000.0,USD,0,1
109,c:128,f:90,2004-10-01,series-a,a,1500000.0,USD,0,1
110,c:128,f:1,2005-07-01,series-b,b,7000000.0,USD,0,0
110,c:128,f:89,2005-07-01,series-b,b,7000000.0,USD,0,0
110,c:128,f:90,2005-07-01,series-b,b,7000000.0,USD,0,0
111,c:128,f:1,2007-01-01,series-c+,c,12100000.0,USD,1,0
111,c:128,f:89,2007-01-01,series-c+,c,12100000.0,USD,1,0
111,c:128,f:93,2007-01-01,series-c+,c,12100000.0,USD,1,0
111,c:128,f:92,2007-01-01,series-c+,c,12100000.0,USD,1,0
111,c:128,f:91,2007-01-01,series-c+,c,12100000.0,USD,1,0
111,c:128,f:90,2007-01-01,series-c+,c,12100000.0,USD,1,0
112,c:118,f:29,2007-07-01,series-a,a,2300000.0,USD,0,1
112,c:118,f:851,2007-07-01,series-a,a,2300000.0,USD,0,1
114,c:132,f:18,2006-05-01,series-a,a,5000000.0,USD,1,1
115,c:131,f:29,2007-01-01,series-a,a,1500000.0,USD,0,0
115,c:131,f:94,2007-01-01,series-a,a,1500000.0,USD,0,0
115,c:131,f:17,2007-01-01,series-a,a,1500000.0,USD,0,0
116,c:131,f:94,2007-03-01,series-b,b,15000000.0,USD,0,0
116,c:131,f:95,2007-03-01,series-b,b,15000000.0,USD,0,0
116,c:131,f:17,2007-03-01,series-b,b,15000000.0,USD,0,0
117,c:135,f:105,2006-05-01,series-a,a,1300000.0,USD,0,1
118,c:134,f:96,2007-01-01,angel,seed,500000.0,USD,0,1
119,c:138,f:18,2006-03-01,angel,seed,1000000.0,USD,0,1
120,c:138,f:4,2006-08-01,series-a,a,15000000.0,USD,1,0
120,c:138,f:18,2006-08-01,series-a,a,15000000.0,USD,1,0
121,c:142,f:105,2006-05-01,series-a,a,15000000.0,USD,1,1
122,c:140,f:101,2006-11-01,series-c+,c,20000000.0,USD,0,0
122,c:140,f:66,2006-11-01,series-c+,c,20000000.0,USD,0,0
122,c:140,f:61,2006-11-01,series-c+,c,20000000.0,USD,0,0
122,c:140,f:6,2006-11-01,series-c+,c,20000000.0,USD,0,0
123,c:140,f:101,2005-07-01,series-b,b,8000000.0,USD,0,0
123,c:140,f:6,2005-07-01,series-b,b,8000000.0,USD,0,0
125,c:139,f:55,2006-09-01,series-a,a,1000000.0,USD,0,1
126,c:139,f:55,2007-04-01,series-a,a,1000000.0,USD,1,0
127,c:141,f:24,2006-09-01,series-c+,c,12000000.0,USD,0,0
127,c:141,f:29,2006-09-01,series-c+,c,12000000.0,USD,0,0
127,c:141,f:97,2006-09-01,series-c+,c,12000000.0,USD,0,0
128,c:153,f:48,2004-10-28,series-a,a,8000000.0,USD,0,1
128,c:153,f:102,2004-10-28,series-a,a,8000000.0,USD,0,1
128,c:153,f:100,2004-10-28,series-a,a,8000000.0,USD,0,1
128,c:153,f:2,2004-10-28,series-a,a,8000000.0,USD,0,1
129,c:153,f:48,2006-03-01,series-b,b,11000000.0,USD,1,0
129,c:153,f:102,2006-03-01,series-b,b,11000000.0,USD,1,0
129,c:153,f:100,2006-03-01,series-b,b,11000000.0,USD,1,0
129,c:153,f:2,2006-03-01,series-b,b,11000000.0,USD,1,0
129,c:153,f:1080,2006-03-01,series-b,b,11000000.0,USD,1,0
131,c:155,f:26,2005-04-01,series-b,b,7000000.0,USD,1,0
131,c:155,f:25,2005-04-01,series-b,b,7000000.0,USD,1,0
131,c:155,f:91,2005-04-01,series-b,b,7000000.0,USD,1,0
131,c:155,f:741,2005-04-01,series-b,b,7000000.0,USD,1,0
132,c:156,f:109,2005-02-01,series-a,a,7000000.0,USD,0,1
132,c:156,f:94,2005-02-01,series-a,a,7000000.0,USD,0,1
132,c:156,f:13,2005-02-01,series-a,a,7000000.0,USD,0,1
133,c:156,f:109,2006-10-01,series-b,b,4000000.0,USD,0,0
133,c:156,f:94,2006-10-01,series-b,b,4000000.0,USD,0,0
133,c:156,f:13,2006-10-01,series-b,b,4000000.0,USD,0,0
134,c:156,f:94,2007-07-01,series-c+,c,15000000.0,USD,1,0
134,c:156,f:13,2007-07-01,series-c+,c,15000000.0,USD,1,0
134,c:156,f:636,2007-07-01,series-c+,c,15000000.0,USD,1,0
135,c:77,f:13,2007-07-01,series-a,a,10000000.0,USD,0,0
135,c:77,f:773,2007-07-01,series-a,a,10000000.0,USD,0,0
136,c:157,f:105,2007-07-01,series-a,a,4800000.0,USD,0,1
136,c:157,f:95,2007-07-01,series-a,a,4800000.0,USD,0,1
137,c:149,f:107,2004-07-01,series-a,a,1100000.0,USD,0,1
138,c:149,f:4,2005-07-01,series-b,b,10000000.0,USD,0,0
138,c:149,f:26,2005-07-01,series-b,b,10000000.0,USD,0,0
138,c:149,f:80,2005-07-01,series-b,b,10000000.0,USD,0,0
139,c:149,f:4,2006-12-01,series-c+,c,18500000.0,USD,0,0
139,c:149,f:26,2006-12-01,series-c+,c,18500000.0,USD,0,0
139,c:149,f:80,2006-12-01,series-c+,c,18500000.0,USD,0,0
139,c:149,f:107,2006-12-01,series-c+,c,18500000.0,USD,0,0
139,c:149,f:262,2006-12-01,series-c+,c,18500000.0,USD,0,0
140,c:162,f:111,2006-04-01,series-a,a,5000000.0,USD,1,1
140,c:162,f:18,2006-04-01,series-a,a,5000000.0,USD,1,1
140,c:162,f:110,2006-04-01,series-a,a,5000000.0,USD,1,1
141,c:161,f:50,2004-01-01,series-b,b,7800000.0,USD,0,0
141,c:161,f:112,2004-01-01,series-b,b,7800000.0,USD,0,0
141,c:161,f:80,2004-01-01,series-b,b,7800000.0,USD,0,0
142,c:161,f:113,2005-10-01,series-c+,c,12000000.0,USD,0,0
142,c:161,f:50,2005-10-01,series-c+,c,12000000.0,USD,0,0
142,c:161,f:112,2005-10-01,series-c+,c,12000000.0,USD,0,0
142,c:161,f:80,2005-10-01,series-c+,c,12000000.0,USD,0,0
142,c:161,f:1287,2005-10-01,series-c+,c,12000000.0,USD,0,0
143,c:164,f:1635,2006-09-11,angel,angel,350000.0,USD,0,1
144,c:164,f:116,2007-02-01,venture,unattributed,2100000.0,USD,0,0
146,c:357,f:49,2006-05-01,series-c+,c,4100000.0,USD,1,0
147,c:170,f:17,2004-09-01,series-a,a,4000000.0,USD,0,1
148,c:170,f:118,2006-02-01,series-b,b,8000000.0,USD,0,0
148,c:170,f:17,2006-02-01,series-b,b,8000000.0,USD,0,0
149,c:173,f:17,2005-12-01,series-a,a,3500000.0,USD,0,0
149,c:173,f:74,2005-12-01,series-a,a,3500000.0,USD,0,0
150,c:173,f:26,2007-01-01,series-b,b,9000000.0,USD,0,0
152,c:176,f:17,2003-11-01,series-a,a,4700000.0,USD,0,1
153,c:176,f:1,2004-10-01,series-b,b,10000000.0,USD,0,0
154,c:176,f:42,2007-01-29,series-c+,c,12800000.0,USD,0,0
154,c:176,f:319,2007-01-29,series-c+,c,12800000.0,USD,0,0
155,c:177,f:122,2007-03-01,series-a,a,1600000.0,USD,1,1
158,c:179,f:111,2004-12-01,series-b,b,10000000.0,USD,1,0
159,c:179,f:123,2002-12-01,series-a,a,6000000.0,USD,0,1
160,c:175,f:124,2005-07-01,series-a,a,1250000.0,USD,1,1
161,c:180,f:125,2007-07-01,series-c+,c,13500000.0,USD,0,0
161,c:180,f:126,2007-07-01,series-c+,c,13500000.0,USD,0,0
161,c:180,f:127,2007-07-01,series-c+,c,13500000.0,USD,0,0
161,c:180,f:128,2007-07-01,series-c+,c,13500000.0,USD,0,0
161,c:180,f:67,2007-07-01,series-c+,c,13500000.0,USD,0,0
162,c:181,f:129,2007-02-01,series-a,a,10000000.0,USD,1,1
163,c:182,f:130,2006-01-01,series-a,a,14000000.0,USD,0,1
168,c:183,f:26,2006-10-01,series-a,a,1500000.0,USD,0,1
169,c:187,f:133,2006-03-01,series-a,a,2500000.0,USD,0,1
169,c:187,f:131,2006-03-01,series-a,a,2500000.0,USD,0,1
169,c:187,f:132,2006-03-01,series-a,a,2500000.0,USD,0,1
170,c:187,f:133,2006-12-01,series-a,a,3500000.0,USD,0,0
170,c:187,f:131,2006-12-01,series-a,a,3500000.0,USD,0,0
171,c:187,f:134,2007-05-01,series-b,b,15000000.0,USD,0,0
171,c:187,f:133,2007-05-01,series-b,b,15000000.0,USD,0,0
171,c:187,f:131,2007-05-01,series-b,b,15000000.0,USD,0,0
173,c:180,f:127,2004-09-01,series-a,a,6600000.0,USD,0,1
173,c:180,f:128,2004-09-01,series-a,a,6600000.0,USD,0,1
174,c:180,f:126,2006-06-01,series-b,b,8100000.0,USD,0,0
175,c:180,f:135,2006-06-01,other,debt_round,1500000.0,USD,0,0
176,c:192,f:148,2005-03-01,series-a,a,1500000.0,USD,0,1
176,c:192,f:172,2005-03-01,series-a,a,1500000.0,USD,0,1
176,c:192,f:3181,2005-03-01,series-a,a,1500000.0,USD,0,1
177,c:253,f:1333,2000-05-01,series-a,a,7700000.0,USD,0,1
178,c:253,f:1333,2002-05-01,series-b,b,5000000.0,USD,0,0
179,c:253,f:169,2005-01-01,series-c+,d,10000000.0,USD,0,0
180,c:253,f:169,2003-03-01,series-c+,c,15500000.0,USD,0,0
181,c:190,f:367,2007-07-01,series-a,a,5000000.0,USD,1,0
181,c:190,f:235,2007-07-01,series-a,a,5000000.0,USD,1,0
182,c:191,f:137,2006-01-01,series-a,a,10000000.0,USD,0,1
182,c:191,f:135,2006-01-01,series-a,a,10000000.0,USD,0,1
182,c:191,f:18,2006-01-01,series-a,a,10000000.0,USD,0,1
183,c:191,f:139,2006-10-01,series-b,b,40000000.0,USD,0,0
183,c:191,f:137,2006-10-01,series-b,b,40000000.0,USD,0,0
183,c:191,f:140,2006-10-01,series-b,b,40000000.0,USD,0,0
183,c:191,f:18,2006-10-01,series-b,b,40000000.0,USD,0,0
183,c:191,f:129,2006-10-01,series-b,b,40000000.0,USD,0,0
184,c:194,f:74,2006-06-01,series-a,a,325000.0,USD,0,1
185,c:195,f:141,2007-07-01,series-c+,c,12000000.0,USD,0,0
185,c:195,f:26,2007-07-01,series-c+,c,12000000.0,USD,0,0
185,c:195,f:89,2007-07-01,series-c+,c,12000000.0,USD,0,0
185,c:195,f:136,2007-07-01,series-c+,c,12000000.0,USD,0,0
185,c:195,f:771,2007-07-01,series-c+,c,12000000.0,USD,0,0
186,c:197,f:109,2005-01-01,series-a,a,6200000.0,USD,1,1
186,c:197,f:1,2005-01-01,series-a,a,6200000.0,USD,1,1
187,c:195,f:141,2006-05-01,series-b,b,8000000.0,USD,0,0
187,c:195,f:89,2006-05-01,series-b,b,8000000.0,USD,0,0
187,c:195,f:136,2006-05-01,series-b,b,8000000.0,USD,0,0
187,c:195,f:771,2006-05-01,series-b,b,8000000.0,USD,0,0
188,c:195,f:89,2005-09-01,series-a,a,770000.0,USD,0,1
189,c:199,f:3276,2006-12-01,series-a,a,5600000.0,USD,1,1
189,c:199,f:1212,2006-12-01,series-a,a,5600000.0,USD,1,1
190,c:203,f:130,2006-11-07,series-a,a,7000000.0,USD,0,0
190,c:203,f:144,2006-11-07,series-a,a,7000000.0,USD,0,0
190,c:203,f:145,2006-11-07,series-a,a,7000000.0,USD,0,0
191,c:208,f:1,2006-05-01,series-a,a,5000000.0,USD,0,1
191,c:208,f:13,2006-05-01,series-a,a,5000000.0,USD,0,1
192,c:208,f:146,2007-07-01,series-b,b,11000000.0,USD,0,0
193,c:206,f:149,2006-09-01,series-b,b,7500000.0,USD,0,0
193,c:206,f:26,2006-09-01,series-b,b,7500000.0,USD,0,0
193,c:206,f:2,2006-09-01,series-b,b,7500000.0,USD,0,0
194,c:206,f:26,2005-03-01,series-a,a,2100000.0,USD,0,1
194,c:206,f:2,2005-03-01,series-a,a,2100000.0,USD,0,1
195,c:158,f:41,2005-07-01,series-a,a,16000000.0,USD,0,1
195,c:158,f:114,2005-07-01,series-a,a,16000000.0,USD,0,1
197,c:210,f:23,2006-03-01,series-b,b,13500000.0,USD,0,0
198,c:211,f:26,2005-01-01,series-a,a,8000000.0,USD,0,1
198,c:211,f:1047,2005-01-01,series-a,a,8000000.0,USD,0,1
198,c:211,f:242,2005-01-01,series-a,a,8000000.0,USD,0,1
198,c:211,f:379,2005-01-01,series-a,a,8000000.0,USD,0,1
199,c:211,f:26,2006-12-01,series-b,b,18000000.0,USD,0,0
199,c:211,f:6,2006-12-01,series-b,b,18000000.0,USD,0,0
199,c:211,f:1047,2006-12-01,series-b,b,18000000.0,USD,0,0
199,c:211,f:242,2006-12-01,series-b,b,18000000.0,USD,0,0
199,c:211,f:379,2006-12-01,series-b,b,18000000.0,USD,0,0
199,c:211,f:3181,2006-12-01,series-b,b,18000000.0,USD,0,0
201,c:220,f:94,2007-02-01,series-a,a,2000000.0,USD,0,0
201,c:220,f:3181,2007-02-01,series-a,a,2000000.0,USD,0,0
202,c:219,f:152,2005-08-01,angel,seed,950000.0,USD,0,1
205,c:229,f:154,2007-07-01,series-b,b,5000000.0,USD,1,0
205,c:229,f:123,2007-07-01,series-b,b,5000000.0,USD,1,0
205,c:229,f:18,2007-07-01,series-b,b,5000000.0,USD,1,0
206,c:163,f:264,2000-03-01,series-a,a,1200000.0,USD,0,1
206,c:163,f:265,2000-03-01,series-a,a,1200000.0,USD,0,1
206,c:163,f:266,2000-03-01,series-a,a,1200000.0,USD,0,1
207,c:163,f:264,2001-05-01,series-a,a,300000.0,USD,0,0
207,c:163,f:265,2001-05-01,series-a,a,300000.0,USD,0,0
207,c:163,f:266,2001-05-01,series-a,a,300000.0,USD,0,0
212,c:234,f:2,2004-01-01,angel,angel,300000.0,USD,0,1
213,c:234,f:26,2005-04-01,series-b,b,3100000.0,USD,0,0
213,c:234,f:155,2005-04-01,series-b,b,3100000.0,USD,0,0
216,c:237,f:158,2007-02-01,series-a,a,4000000.0,USD,0,1
217,c:235,f:12,2006-05-01,series-a,a,4000000.0,USD,0,1
217,c:235,f:29,2006-05-01,series-a,a,4000000.0,USD,0,1
217,c:235,f:268,2006-05-01,series-a,a,4000000.0,USD,0,1
218,c:239,f:134,2005-12-01,series-a,a,6250000.0,USD,0,1
218,c:239,f:242,2005-12-01,series-a,a,6250000.0,USD,0,1
220,c:243,f:116,2007-07-01,series-a,a,20000000.0,USD,0,1
222,c:245,f:61,2005-12-01,series-a,a,7000000.0,USD,0,0
224,c:246,f:165,2007-05-01,series-a,a,7000000.0,USD,0,0
224,c:246,f:29,2007-05-01,series-a,a,7000000.0,USD,0,0
224,c:246,f:507,2007-05-01,series-a,a,7000000.0,USD,0,0
226,c:126,f:166,1999-12-01,series-a,a,2200000.0,USD,0,1
227,c:126,f:166,2000-10-01,series-a,a,6800000.0,USD,0,0
229,c:249,f:139,2005-08-01,series-a,a,5000000.0,USD,1,1
229,c:249,f:45,2005-08-01,series-a,a,5000000.0,USD,1,1
230,c:253,f:169,2007-07-01,series-c+,e,20000000.0,USD,1,0
230,c:253,f:1996,2007-07-01,series-c+,e,20000000.0,USD,1,0
230,c:253,f:1997,2007-07-01,series-c+,e,20000000.0,USD,1,0
232,c:266,f:174,2006-03-01,series-a,a,5100000.0,USD,0,1
232,c:266,f:80,2006-03-01,series-a,a,5100000.0,USD,0,1
