finOrg_id,name,country_code,region,investment_rounds,invested_companies,milestones,relationships,years_invested
1,Greylock Partners,USA,SF Bay,307,196,0,71,13.76
10,Mission Ventures,USA,San Diego,58,33,0,11,9.07
100,"Kapor Enterprises, Inc.",USA,unknown,2,1,0,1,1.34
10000,3x5 Special Opportunity Partners,unknown,unknown,4,4,0,0,1.02
10001,Salem Partners,USA,Los Angeles,1,1,0,3,0.0
10002,3T Capital,FRA,Paris,3,3,0,0,0.93
10003,Merieux Developpement,FRA,Lyon,2,2,0,0,0.53
10004,Aquasourca,FRA,unknown,1,1,0,0,0.0
10005,Texas Entrepreneur Networks,USA,Texas - Other,1,1,0,0,0.0
10007,Precedent Investments,unknown,unknown,1,1,0,0,0.0
10008,Navitrio,ISR,Raanana,1,1,0,0,0.0
1001,Burch Investment Group,USA,Nashville,1,1,0,1,0.0
10012,The Bollard Group,USA,Boston,1,1,0,1,0.0
10013,EJ Funds,unknown,unknown,1,1,0,0,0.0
10014,Kuzari Group,USA,New York,2,2,0,0,1.0
10015,IMI.VC,RUS,Moscow,2,2,4,3,0.58
10019,Eurofin Ventures,CHE,unknown,1,1,0,5,0.0
1002,Alven Capital,FRA,Paris,43,36,1,7,8.65
10020,East Valley Ventures,CAN,Saint John,2,2,0,0,0.13
10021,National Research Foundation,SGP,Singapore - Other,7,7,1,0,1.86
10022,Venture Partners,unknown,unknown,3,3,0,3,1.44
10024,Tron Capital,USA,Boston,1,1,0,0,0.0
10027,Branford Castle Private Equity,USA,New York,1,1,0,0,0.0
10028,Startup Alliance,unknown,unknown,1,1,0,0,0.0
1003,Alten Capital,unknown,unknown,1,1,0,1,0.0
10030,Canyon Creek Capital,USA,Los Angeles,3,3,1,2,0.88
10031,Karlin Ventures,USA,Los Angeles,13,13,1,0,1.1
10038,B Dash Ventures,JPN,Tokyo,2,2,1,0,0.28
10039,BIGLOBE Capital,JPN,Tokyo,1,1,0,0,0.0
10040,Gumi Ventures,unknown,unknown,1,1,0,0,0.0
10043,Altimeter Capital,USA,Boston,3,3,0,6,0.9
10044,Archimedia Investments,unknown,unknown,1,1,0,0,0.0
10046,LaunchTime,unknown,unknown,1,1,0,1,0.0
10048,Camp One Ventures,USA,California - Other,1,1,0,2,0.0
10049,Biotechnology Value Fund,USA,SF Bay,2,2,0,0,0.83
1005,Grey Ventures,USA,New York,2,1,0,1,4.41
10050,Allegro Venture Partners,unknown,unknown,6,5,0,1,1.6
10051,LAUNCHub,BGR,Sofia,26,25,2,4,0.92
10052,Berrier Capital,ITA,Milano,1,1,0,0,0.0
10054,Big Sur Ventures,ESP,Madrid,2,2,0,1,0.6
10055,Necotium,unknown,unknown,1,1,0,0,0.0
10056,Crystal Horse Investments,SGP,Singapore - Other,7,6,1,1,1.78
10057,JCB Investments,unknown,unknown,1,1,0,0,0.0
10058,La Jolla Holding,unknown,unknown,1,1,0,0,0.0
10059,ISF Capital Développement 2015,unknown,unknown,1,1,0,0,0.0
1006,Creathor Venture Management,DEU,Bad Homburg,34,24,4,16,6.81
10061,WFA Global Investments,USA,New York,1,1,0,0,0.0
10063,Pacific Advantage Capital,HKG,Hong Kong,2,1,0,1,0.05
10069,Euroserve GmbH,unknown,unknown,1,1,0,0,0.0
1007,i2E,USA,Oklahoma City,10,10,0,2,5.1
10071,Liberty Global Ventures,USA,Denver,6,5,0,1,2.15
10075,Good Works Ventures,unknown,unknown,1,1,0,0,0.0
10076,Agate Medical Investments,ISR,Tel Aviv,1,1,0,0,0.0
1008,Madrone Capital Partners,USA,SF Bay,11,7,0,2,5.48
10081,Deciens Capital,USA,SF Bay,2,2,0,2,0.13
10082,Inimiti,ISR,Israel - Other,2,2,0,3,0.57
10083,Cedar St Capital,USA,New York,2,1,0,0,1.45
10084,Trebuchet Investments,unknown,unknown,2,1,0,0,1.45
10085,Padova Investments,unknown,unknown,2,1,0,0,1.45
10087,Fraser McCombs Capital,USA,Denver,2,2,0,2,0.31
1009,Croghan Investments,USA,Niwot,4,4,0,1,5.65
10093,Fundación José Manuel Entrecanales,ESP,Madrid,2,2,0,0,1.12
10096,Red Sea Venture Partners,unknown,unknown,1,1,0,0,0.0
101,BlueRun Ventures,USA,SF Bay,87,55,0,27,13.62
1010,Overbrook Entertainment,unknown,unknown,4,4,0,1,5.47
10100,Militello Capital,USA,Lansdowne,4,4,0,0,0.84
10101,Adventure Capital,AUS,Melbourne,1,1,1,6,0.0
10102,Martlet,GBR,London,1,1,0,0,0.0
10103,Harland Financial Solutions,USA,Orlando,1,1,0,0,0.0
10108,NISPO Funds Ltd,IRL,Belfast,1,1,0,0,0.0
10110,Jumpstart Ventures,USA,Chicago,5,4,1,0,1.45
10111,Jade Global Investments,unknown,unknown,1,1,0,0,0.0
10114,Seedstartup,ARE,Dubai,1,1,0,1,0.0
1012,Arba Seed Investment Group,USA,SF Bay,1,1,0,1,0.0
10121,Numoda Capital Innovations,USA,Philadelphia,2,2,0,0,0.08
10122,AZ Furnace Accelerator,USA,Phoenix,5,5,0,1,0.08
10123,Fidelity Growth Partners Asia,CHN,Beijing,2,2,0,0,0.3
10124,Oaktree Capital Management,USA,Los Angeles,1,1,0,7,0.0
10125,Pulver's Micro Angel Fund,unknown,unknown,2,1,0,0,0.96
10126,PanAfrican Investment Co.,unknown,unknown,1,1,0,0,0.0
10127,Mercia Fund Management,GBR,Henley-in-Arden,12,11,0,0,7.09
10129,Hennessey Capital,USA,Detroit,3,2,0,0,0.92
10133,Mediterra PE,unknown,unknown,1,1,0,0,0.0
10135,LionBird,ISR,Tel Aviv,5,4,0,0,1.27
10137,Leopard Rock Capital,GBR,London,1,1,0,0,0.0
10138,Javest Investment Fund,NLD,Amsterdam,3,3,0,2,3.54
10139,New World Private Equity,GBR,London,1,1,0,0,0.0
10140,TrentoRISE,ITA,unknown,1,1,0,0,0.0
10144,Softbank Ventures Korea,KOR,Seoul,17,16,1,10,5.39
10146,Enerdigm Ventures,USA,SF Bay,2,1,1,1,3.75
1015,Dolphin Equity Partners,USA,New York,17,9,0,3,10.21
10152,First Generation Capital,unknown,unknown,1,1,0,0,0.0
10153,Abele Ventures,unknown,unknown,1,1,0,0,0.0
10154,Propeller Venture Accelerator,IRL,Dublin,4,4,0,1,1.25
10155,India Venture Partners,USA,Washington DC,2,1,0,0,0.97
10156,Carrick Capital Partners,USA,SF Bay,1,1,0,2,0.0
10158,MP Beteiligungs-GmbH,unknown,unknown,1,1,0,0,0.0
10159,Luminor Capital,SGP,Singapore - Other,1,1,0,0,0.0
1016,Index Capital,USA,Kansas City,1,1,0,0,0.0
10162,TEC Ventures,unknown,unknown,2,2,1,0,0.76
10163,Maverick Angels,USA,Los Angeles,2,2,0,1,0.07
10164,Rockies Venture Club,USA,Denver,1,1,0,3,0.0
10167,Frontier Investments Group,unknown,unknown,1,1,0,0,0.0
10168,Saama Capital,MUS,Ebene,3,3,1,0,0.33
1017,Founder's Co-op,USA,Seattle,50,42,0,72,5.39
10170,UMIP Premier Fund,unknown,unknown,1,1,0,0,0.0
10173,Satus VC,unknown,unknown,2,2,0,0,0.31
10174,RTAventures,POL,Warszawa,3,3,1,1,0.76
10175,BroadOak Capital Partners,USA,Washington DC,1,1,0,1,0.0
10176,RSL Venture Partners,unknown,unknown,5,5,0,1,0.71
10179,Geofinance S.,unknown,unknown,1,1,0,0,0.0
1018,Digital Garage,JPN,Tokyo,23,22,3,17,5.25
10186,Vela Imprese,ITA,Milano,2,2,0,0,3.77
10187,Andena Holding,unknown,unknown,2,2,0,0,3.77
10188,Bincot,unknown,unknown,3,3,0,0,1.44
1019,Serenda Estonia,unknown,unknown,2,1,0,0,0.0
10196,Prolific Venture Capital,USA,New York,9,9,1,1,5.85
10197,Pangea's Edge Holdings,unknown,unknown,2,2,0,0,0.59
10198,Red Dot Ventures,SGP,Singapore - Other,5,5,1,0,0.69
102,Catamount Ventures,USA,SF Bay,33,21,0,9,8.93
1020,Vencore Capital,USA,Portland,1,1,0,2,0.0
10200,Infema,unknown,unknown,1,1,0,0,0.0
10201,Health Insight Capital,unknown,unknown,1,1,0,0,0.0
10203,Ares Capital Corporation,USA,Los Angeles,2,2,0,2,0.51
10205,Fideilty,unknown,unknown,1,1,0,0,0.0
10207,Legal & General,GBR,London,3,2,0,0,6.6
10208,Cazenove,unknown,unknown,1,1,0,1,0.0
10209,Digital News Ventures,USA,New York,4,4,0,0,0.5
1021,New England Development,USA,Boston,1,1,0,3,0.0
1022,Breakaway Ventures,USA,Boston,5,3,0,1,5.58
10221,QuestVC,CHN,Beijing,1,1,0,3,0.0
10222,TMI Holding Corp.,TWN,Taipei,1,1,0,5,0.0
10224,Narrow River Management,unknown,unknown,1,1,0,0,0.0
10225,"CSU, Chico",USA,Chico,1,1,0,0,0.0
10228,Middleland Capital,USA,Washington DC,9,7,0,0,1.01
10229,Wonky Ventures,unknown,unknown,1,1,0,0,0.0
1023,Mugar Enterprises,USA,Boston,1,1,0,1,0.0
10231,Startup Minds,USA,Los Angeles,2,2,0,0,0.21
10233,Nanabianca,ITA,Florence,1,1,0,3,0.0
10234,Georgetown Angels,USA,New York,2,2,1,2,1.08
10236,Formula VC,USA,United States - Other,1,1,1,2,0.0
10238,Innopolis,unknown,unknown,1,1,0,1,0.0
1024,Fisher Investments,USA,SF Bay,1,1,3,8,0.0
10240,Sparkbox Ventures,NZL,Auckland Central,1,1,0,1,0.0
10241,Savitr Capital,USA,SF Bay,1,1,0,0,0.0
10243,Medina Capital,USA,Miami,5,4,0,0,0.73
10247,TNF Ventures,SGP,Singapore,4,4,0,1,0.42
10249,TDVF Investments,unknown,unknown,1,1,0,0,0.0
10250,LMG-industri,unknown,unknown,1,1,0,0,0.0
10257,Monash Private Capital,AUS,Sydney,1,1,0,0,0.0
10258,OurCrowd,ISR,Jerusalem,19,19,1,30,0.8
10259,Bedrocket Media Ventures,USA,New York,2,2,1,1,0.88
1026,Prime Capital,USA,Tucson,1,1,0,0,0.0
10260,iVentureCapital,DEU,Hamburg,2,2,1,0,0.38
10261,Delta-V Capital,USA,Denver,1,1,0,1,0.0
10262,Queensland Investment Corporation,unknown,unknown,1,1,0,0,0.0
10263,NY venture fund,unknown,unknown,1,1,0,0,0.0
10264,Practica Capital,LTU,Vilnius,8,5,0,1,0.84
10265,The Social Internet Fund,unknown,unknown,4,4,0,1,1.01
10266,Downey Ventures,unknown,unknown,1,1,0,0,0.0
10273,VoiVoda Ventures,USA,SF Bay,4,4,3,7,0.14
10276,Saban Capital Group,USA,Los Angeles,1,1,0,4,0.0
1028,Qualcomm Ventures,USA,San Diego,97,72,0,59,13.68
10286,Northwest Georgia Bank,USA,Ringgold,1,1,0,0,0.0
10287,Rothschild R Capital,GBR,Birmingham,1,1,0,0,0.0
10296,AGIRE,ITA,Roma,1,1,0,0,0.0
10299,Topping Capital,unknown,unknown,1,1,0,0,0.0
1030,W Media Ventures,CAN,Vancouver,10,10,0,1,5.91
10301,Colt Ventures,USA,Dallas,1,1,0,0,0.0
10304,TriVentures,ISR,Herzliya,2,2,0,0,0.72
10305,XT Investments,unknown,unknown,2,2,0,0,0.86
10308,Berman Venture Capital,USA,Washington DC,1,1,0,0,0.0
10309,AshHill Pharmaceutical Investments,unknown,unknown,1,1,0,0,0.0
1031,Tudor Growth Equity,USA,Boston,19,15,0,7,6.71
10313,Irving Place Capital,USA,New York,1,1,0,0,0.0
1032,Time Warner Investments,USA,New York,32,25,2,17,8.45
10325,W7 Brazil Capital,BRA,Sao Paulo,2,2,4,4,0.18
1033,Helion Venture Partners,MUS,Port Louis,36,23,2,11,6.86
10330,WIT Accelerate Program,unknown,unknown,1,1,0,0,0.0
10331,Ti23,GBR,United Kingdom - Other,1,1,0,1,0.0
10332,NDI Healthcare Fund,unknown,unknown,1,1,0,0,0.0
10333,Public Square Partners,unknown,unknown,1,1,0,0,0.0
10334,Gemini Investors,USA,Boston,3,2,0,0,0.43
10336,Incubate Fund,unknown,unknown,7,6,0,0,1.54
10339,Start Garden,USA,Grand Rapids,6,6,0,1,0.8
1034,Tribeca Venture Partners,USA,New York,36,24,3,5,5.82
10340,CT Investment Partners,GBR,London,1,1,0,0,0.0
10341,Launchpad LA,USA,Los Angeles,15,15,1,10,2.84
10343,The Untitled Venture Company,USA,SF Bay,1,1,0,0,0.0
10346,Frost Venture Partners,USA,Los Angeles,4,3,0,3,1.02
10348,Bear Creek Capital,USA,Orlando,2,1,0,0,0.7
10349,Social Sector Ventures,USA,Dallas,1,1,0,0,0.0
1035,i5invest,AUT,Vienna,12,10,0,14,5.44
10351,GI Partners,USA,SF Bay,1,1,0,0,0.0
10353,Extend Capital,unknown,unknown,1,1,0,0,0.0
10354,Tchoupitoulas Partners,unknown,unknown,1,1,0,0,0.0
10355,Berlin Ventures,DEU,Berlin,1,1,0,0,0.0
10358,Huron Capital,USA,Detroit,1,1,0,1,0.0
1036,Kuv Capital,LBN,Beirut,1,1,0,2,0.0
10364,DP Invest,unknown,unknown,1,1,0,0,0.0
10365,The Frankel Fund,unknown,unknown,1,1,0,0,0.0
10366,The Amherst Fund,USA,Detroit,1,1,0,0,0.0
10367,ORIX Private Equity,unknown,unknown,1,1,0,0,0.0
10368,Alpha Investments,IND,Mumbai,1,1,0,0,0.0
10369,Spell Capital Partners,USA,Minneapolis,1,1,0,3,0.0
1037,Quest Venture Partners,USA,SF Bay,37,30,1,3,5.16
10371,impact investment fund,unknown,unknown,1,1,0,0,0.0
10372,Eastern Sun Capital Partners,unknown,unknown,1,1,0,0,0.0
10373,Bronze Investments,USA,SF Bay,4,3,0,1,1.26
10374,AGF Investments,CAN,Toronto,1,1,0,0,0.0
10375,RSE Ventures,USA,New York,4,4,0,0,0.85
10376,Casabona Ventures,USA,Kinnelon,1,1,0,0,0.0
10377,SBD Global Fund,CYM,Grand Cayman,1,1,0,0,0.0
1038,Startup Factory,ISR,Herzliya,4,4,0,3,3.05
10386,Iconiq Capital,USA,SF Bay,6,5,0,0,1.22
10388,Laurel Crown Partners,unknown,unknown,1,1,0,0,0.0
10389,Frühphasenfonds Brandenburg,DEU,Potsdam,2,2,0,0,0.27
1039,Shepherd Ventures,USA,San Diego,15,9,0,6,6.4
10390,WestTech Ventures,DEU,Berlin,3,3,1,2,0.76
10392,Previz Ventures,unknown,unknown,1,1,0,0,0.0
10393,Columbia Technology Ventures,USA,New York,1,1,0,1,0.0
10394,Aleutian Capital Partners,USA,New York,1,1,0,1,0.0
10397,WeldNorth,USA,New York,1,1,0,1,0.0
10398,The Startup Factory,USA,Raleigh-Durham,6,6,0,3,1.54
1040,Access Industries,USA,New York,10,9,4,1,6.84
10400,Providence Economic Development Partnership,USA,Providence,1,1,0,0,0.0
10401,Straightline Ventures,unknown,unknown,1,1,0,0,0.0
10402,Stonebridge Ventures,KEN,unknown,1,1,0,0,0.0
10403,KTB Network,KOR,Gyeonggi-do,1,1,0,2,0.0
10405,Vitulum Ventures,NLD,Amsterdam,1,1,0,1,0.0
10406,Inland TechStart Fund,USA,Spokane,1,1,0,0,0.0
10407,Spokane Angel Alliance,unknown,unknown,1,1,0,0,0.0
10409,"Mayfly Capital, LLC",USA,Boston,1,1,0,0,0.0
10410,Random House Ventures,unknown,unknown,2,2,0,1,0.53
10411,Kaizen Private Equity,unknown,unknown,1,1,0,0,0.0
10414,Indufin,BEL,Heverlee,1,1,0,0,0.0
10419,Stone Point Capital,USA,New York,1,1,0,4,0.0
1042,Hillcrest Management,USA,Milford,3,1,0,2,2.81
10421,Chrysalis,unknown,unknown,1,1,0,1,0.0
10424,UDD Ventures,CHL,Santiago,1,1,0,0,0.0
10425,Wynnchurch Capital,USA,Chicago,1,1,0,0,0.0
10426,Larsen MacColl Partners,USA,Philadelphia,1,1,0,0,0.0
10427,Blue Water Angels,USA,Midland,3,3,0,0,1.98
10428,Northern Michigan Angels,USA,Traverse City,2,2,0,0,0.5
10429,TRI Capital,GBR,Edinburgh,3,2,1,0,1.2
1043,Curious Office Partners,USA,Seattle,5,4,0,2,2.0
10430,Prairie Capital,USA,Chicago,1,1,0,1,0.0
10432,Napkn Ventures,unknown,unknown,3,2,0,2,1.31
10433,Incuba UC,CHL,Santiago,1,1,0,1,0.0
10434,Innpulsa Colombia,COL,Colombia - Other,1,1,0,1,0.0
10437,Lightspeed China Partners,CHN,Shanghai,2,2,0,0,1.88
10438,Nausicaa Ventures,BEL,Mont Saint Guibert,1,1,0,0,0.0
10439,BAMS Angels Fund I,unknown,unknown,1,1,0,0,0.0
1044,Emerald Technology Ventures,CHE,Switzerland - Other,17,11,0,15,6.23
10440,Life Sciences Research Partners,BEL,Leuven,1,1,0,0,0.0
10442,Brentwood Associates,USA,Los Angeles,1,1,1,4,0.0
10443,WestVenture,TTO,Port Of Spain,1,1,0,0,0.0
10449,Genwealth Venture Partners,CAN,Toronto,1,1,0,0,0.0
1045,NGP,IND,New Delhi,2,2,0,2,0.11
10453,Creative England,GBR,Birmingham,3,3,0,0,0.3
10457,ABNAMRO,unknown,unknown,1,1,0,1,0.0
10458,SevenVentures,DEU,Unterföhring,1,1,0,1,0.0
10459,Amplify Partners,USA,Boston,7,7,1,2,1.1
10460,MemorialCare Innovation Fund,USA,Los Angeles,2,2,0,0,0.65
10464,SAIL Venture Partners,unknown,unknown,1,1,0,1,0.0
10469,Startup Loans UK,GBR,London,2,2,0,0,1.0
1047,Worldview Technology Partners,USA,SF Bay,47,22,2,10,9.25
10473,Aladinn Ventures,unknown,unknown,1,1,0,0,0.0
10478,Steelhouse Ventures,GBR,unknown,1,1,0,0,0.0
10480,Aristos Ventures,USA,Dallas,1,1,0,1,0.0
10484,Intertrust,USA,SF Bay,1,1,0,7,0.0
10487,Toba Capital,IND,SF Bay,11,10,0,2,0.77
10489,Dragoneer Investment Group,USA,SF Bay,6,5,0,1,2.09
10490,Passport Ventures,unknown,unknown,1,1,0,0,0.0
10491,Nextcube,unknown,unknown,1,1,0,0,0.0
10492,Arctic Fox Venture,unknown,unknown,1,1,0,0,0.0
10493,Defense Advanced Research Projects Agency,USA,Washington DC,1,1,0,1,0.0
10494,EFRE/Innovationsfond Rheinland-Pfalz,unknown,unknown,1,1,0,0,0.0
10496,VersoVentures,unknown,unknown,1,1,0,0,0.0
10498,Falcon Investment Advisors,USA,Boston,1,1,0,0,0.0
10499,BCD Holdings,NLD,unknown,1,1,0,0,0.0
105,Balderton Capital,GBR,London,131,88,0,18,12.09
1050,RBC Venture Partners,CAN,Toronto,30,18,1,14,8.66
10500,Bluefield Investments,unknown,unknown,1,1,0,0,0.0
10502,Eierfabrik,DEU,Berlin,1,1,0,0,0.0
10503,Monthly Ventures,unknown,unknown,1,1,0,0,0.0
10504,Gibraltar Business Capital,USA,Chicago,2,1,0,0,0.76
10505,Optus Innov8,AUS,Macquarie Park,1,1,0,0,0.0
10506,Guild Capital,USA,Chicago,1,1,0,0,0.0
10507,First Angel Network,CAN,Halifax,1,1,0,0,0.0
10510,Unilazer Ventures,IND,Mumbai,4,4,0,4,0.84
10511,Scrum Ventures,unknown,unknown,11,11,0,2,0.71
10512,Vesna Investment,RUS,Moscow,2,2,3,0,0.56
10513,Rogue Venture Partners,unknown,unknown,4,4,0,0,0.88
10514,DFW Capital,USA,New York,1,1,0,2,0.0
10515,Pine Bridge Capital,unknown,unknown,1,1,0,0,0.0
10516,Innovation Nest,POL,Krakow,4,4,0,1,2.63
1052,Media Ventures,DEU,Cologne,5,3,0,6,6.1
10521,CRB Inverbío,ESP,Madrid,1,1,0,0,0.0
10522,Ixora Ventures,unknown,unknown,1,1,0,2,0.0
10523,West Family Holdings,unknown,unknown,1,1,0,0,0.0
10527,Venturepreneurs,ESP,Barcelona,2,1,0,0,0.88
10529,Qbic Fund,unknown,unknown,1,1,0,0,0.0
10530,BECO Capital,unknown,unknown,1,1,0,0,0.0
10531,Castrol innoVentures,GBR,Swindon,1,1,0,1,0.0
10532,Exium Partners,USA,Rochester,1,1,0,0,0.0
10545,Griffon Ventures,USA,Chicago,1,1,0,1,0.0
10550,Rutledge Vine Capital,SGP,Singapore,3,2,0,0,0.8
10555,DominateFund,unknown,unknown,1,1,0,0,0.0
10558,Inversiones Montferrat,unknown,unknown,1,1,0,0,0.0
10559,Naxuri Capital,USA,SF Bay,1,1,0,2,0.0
1056,TriplePoint Capital,USA,SF Bay,39,36,0,17,5.84
10560,GSM Fund,unknown,unknown,1,1,0,0,0.0
10561,Institute for the Commercialization of Public Research,USA,Palm Beach,2,2,0,0,0.04
10562,Pinehurst Advisors,unknown,unknown,1,1,0,0,0.0
10564,MissionOG,USA,Devon,2,2,0,4,0.48
10566,Vine St. Ventures,unknown,unknown,7,6,0,4,0.43
10568,Cavallino Capital,USA,SF Bay,3,3,0,0,0.72
1057,BancBoston Ventures,USA,Boston,4,3,0,8,7.95
10570,B5,unknown,unknown,1,1,0,0,0.0
10571,BioInspire,USA,Phoenix,1,1,0,0,0.0
10572,Meridian Growth Capital,GBR,unknown,3,3,0,0,1.79
10575,HBS Alumni Angels,USA,Boston,2,2,0,0,0.02
10576,Srijan Capital,IND,Bangalore,2,2,1,0,0.02
10580,Group Arnault,unknown,unknown,1,1,0,0,0.0
10581,FedDev IBI,unknown,unknown,1,1,0,0,0.0
10582,Medical Research Commercialisation Fund (MRCF),AUS,Melbourne VIC,2,2,0,0,0.0
10583,Brandon Biosciences Fund 1 (BBF1),AUS,Melbourne,1,1,0,0,0.0
10586,RSL Ventures,unknown,unknown,3,3,0,0,0.73
10587,LX Ventures,CAN,Vancouver,2,2,2,3,0.1
1059,Motorola Solutions Venture Capital,USA,Chicago,81,58,0,8,21.67
10591,Digital First Ventures,USA,New York,1,1,0,2,0.0
10594,8capita Partners,SGP,Singapore,2,2,0,2,0.63
10595,Mansa Capital,USA,Boston,1,1,2,1,0.0
10597,Northwater Intellectual Property Fund,CAN,Toronto,1,1,0,0,0.0
1060,JAFCO Asia,SGP,Singapore,28,25,0,26,10.61
10604,e.Bricks Digital,BRA,São Paulo  SP,2,2,0,2,0.02
10608,Playfair Capital,GBR,London,5,5,1,5,0.75
1061,Eastven Venture Partners,USA,New York,6,5,0,6,5.82
10612,Linseed Capital,USA,United States - Other,3,3,0,0,0.65
10613,Nebraska Innovation Fund: Prototype Fund (Grant),unknown,unknown,1,1,0,0,0.0
10614,Wermuth Asset Management,DEU,Mainz,1,1,0,0,0.0
10615,Institute of Education Sciences,unknown,unknown,1,1,0,0,0.0
10621,Chasm Capital,unknown,unknown,1,1,0,0,0.0
10622,Northzone Ventures,unknown,unknown,1,1,0,0,0.0
10624,INVENT Ventures,USA,Los Angeles,1,1,0,2,0.0
10625,Heliant Ventures,HKG,Hong Kong,4,3,1,1,0.73
10628,SABIC Ventures,NLD,PD Sittard,1,1,0,2,0.0
1063,Infocomm Investments,SGP,Singapore,7,6,0,3,8.11
10632,MW Ventures,unknown,unknown,1,1,0,1,0.0
10633,Microwave Ventures,ESP,Bilbao,1,1,0,0,0.0
10634,Life.SREDA,RUS,Moscow,3,3,3,4,0.95
10637,Rho Ventures,USA,New York,15,14,0,17,7.6
10638,Morado Ventures,unknown,unknown,4,4,0,0,1.64
10640,CAS Group Ventures,unknown,unknown,1,1,0,0,0.0
10643,AMOREPACIFIC Ventures,KOR,Seoul,3,3,0,0,0.55
10644,ICG Ventures,USA,Nashville,3,3,0,0,1.08
10646,Independence Equity,USA,Chicago,1,1,0,0,0.0
10647,HealthCare Royalty Partners,USA,New York,1,1,0,3,0.0
10648,SunBridge Global Ventures,JPN,Tokyo,6,6,2,2,1.88
10649,Accelerate Ventures,USA,Salt Lake City,1,1,0,0,0.0
1065,Attractor Investment Management,USA,Seattle,2,2,0,0,1.17
10653,Tennessee Community Ventures,USA,Nashville,2,2,0,0,0.13
10654,Two Sigma Ventures,unknown,unknown,5,5,0,1,0.97
10655,Vandaele Capital,unknown,unknown,1,1,0,0,0.0
10657,Rockstart,NLD,Amsterdam,1,1,0,0,0.0
10658,Blue Capital Management LLC,BMU,Pembroke,1,1,0,0,0.0
1066,Duquesne,unknown,unknown,4,4,0,0,2.4
10660,Forrest Binkley & Brown,USA,Los Angeles,1,1,0,0,0.0
10661,Edgewater Private Equity Fund,USA,Chicago,1,1,0,0,0.0
10662,Laconia Ventures,USA,New York,2,2,2,0,1.14
10663,Crown Venture Fund,unknown,unknown,1,1,0,0,0.0
10664,eCoast Angel Network,unknown,unknown,2,2,0,0,0.27
10666,CHV Capital,USA,Indianapolis,3,3,0,2,1.68
10668,Twilio Fund Europe 2013,unknown,unknown,1,1,2,1,0.0
10669,Nielsen Innovate,ISR,Caesarea,1,1,5,3,0.0
1067,Franklin Templeton Investments,USA,SF Bay,1,1,0,9,0.0
10674,Dartmouth Street Ventures,unknown,unknown,1,1,0,0,0.0
1068,StarVest Partners,USA,New York,34,24,3,12,11.63
10684,Innobridge,unknown,unknown,1,1,0,0,0.0
10685,Airtek Capital Group,BEL,Brussels,4,2,0,1,2.7
10686,W8 Ventures,unknown,unknown,1,1,0,0,0.0
10687,Echelon Ventures,USA,Boston,1,1,0,0,0.0
10688,River Forest Capital Partners,unknown,unknown,1,1,0,0,0.0
10689,Raiffaisen,unknown,unknown,1,1,0,0,0.0
1069,North Hill Ventures,USA,Boston,9,6,0,5,7.56
10694,United Ventures,ITA,Milan,1,1,1,4,0.0
10696,La Costa Investment Group,unknown,unknown,3,3,0,0,0.55
10699,C5 Partners,USA,Dallas,1,1,0,0,0.0
107,Information Capital LLC,USA,California - Other,3,1,0,1,3.59
1070,Ojas Venture Partners,IND,Bangalore,9,7,0,4,5.37
10701,StartupInvest,unknown,unknown,1,1,0,0,0.0
10702,"AVentures USA, Inc.",unknown,unknown,1,1,0,0,0.0
10703,Fellner Vermoegensverwaltungs GmbH,unknown,unknown,1,1,0,0,0.0
10706,Serious Change,GBR,United Kingdom - Other,2,1,0,0,1.04
10707,LBB Seed Capital Fund GmbH,unknown,unknown,1,1,0,0,0.0
10708,LBB Capital Fund GmbH,unknown,unknown,1,1,0,0,0.0
10710,Fidelis Capital,USA,Birmingham,1,1,0,0,0.0
10711,Bonaventure Capital,USA,Birmingham,1,1,0,2,0.0
10712,Danish Pension Fund,unknown,unknown,2,2,0,0,0.28
10713,Access India Fund,unknown,unknown,1,1,0,0,0.0
10714,Gávea Angels,BRA,Rio de Janeiro,1,1,0,4,0.0
10715,SightLine Partners,USA,Minneapolis,3,3,0,4,7.19
10719,Camelot Collectables,unknown,unknown,1,1,0,1,0.0
1072,Wexford Capital,USA,New York,8,7,0,2,5.9
10721,Glengary Ventures,USA,Cleveland,1,1,0,1,0.0
10722,Redpoint eVentures,BRA,Sao Paulo,3,3,0,0,0.73
10723,YJ Capital,unknown,unknown,1,1,0,0,0.0
10724,BeryTech Fund,LBN,mkalles,1,1,0,0,0.0
10728,Women's Venture Capital Fund,USA,Los Angeles,1,1,0,0,0.0
1073,Equus Capital,USA,Houston,2,1,0,5,0.19
10730,Sigma Prime Ventures,USA,Boston,4,4,0,8,0.63
10731,Essex Flagship Investors Group,unknown,unknown,1,1,0,0,0.0
10732,Middle East Venture Partners (MEVP),LBN,Beirut,3,3,1,5,0.59
10736,Chrysalix EVC,CAN,Vancouver,1,1,0,0,0.0
10738,Strive Capital,USA,SF Bay,7,5,0,7,2.03
1074,Powerplay Capital Management,USA,Minneapolis,1,1,0,0,0.0
10740,Frontline Ventures,IRL,Dublin,6,5,1,3,1.3
10742,SBA Loan - Chase,unknown,unknown,1,1,0,0,0.0
10747,European Regional Development Fund,unknown,unknown,3,2,0,0,3.75
10748,SmartCap AS,EST,Tallinn,5,4,0,0,2.63
10749,European Commission,GBR,London,1,1,1,39,0.0
1075,Global Venture Capital,BHR,Manama,7,6,0,0,5.59
10751,Global Founders Capital,DEU,Munich,4,4,0,3,0.36
