finOrg_id,name,country_code,region,investment_rounds,invested_companies,milestones,relationships,years_invested
14323,Innovation Garden,USA,Princeton,4,4,0,3,1.4
14324,StartUp PHL,unknown,unknown,1,1,0,0,0.0
14325,American Underground,unknown,unknown,1,1,0,0,0.0
14327,iTulip Investor Group,unknown,unknown,1,1,0,0,0.0
14328,Sibling Capital,USA,San Diego,1,1,0,0,0.0
1433,Energy Capital Partners,USA,Short Hills,7,6,0,6,3.94
14330,Packaging Partners,unknown,unknown,1,1,0,0,0.0
14336,Eastern Advisors Private Fund,unknown,unknown,1,1,0,0,0.0
1434,Riverstone Holdings,USA,New York,3,3,0,4,5.61
14340,ENISA (loan),unknown,unknown,1,1,0,0,0.0
14341,Industry Ministry,unknown,unknown,1,1,0,0,0.0
1435,The Skoll Foundation,USA,SF Bay,1,1,0,0,0.0
14351,Innovation Camp,CHN,Shanghai,1,1,0,3,0.0
14352,Renewal Partners,unknown,unknown,1,1,0,0,0.0
14364,PFNYC,unknown,unknown,1,1,0,0,0.0
14365,Aurora Funds,unknown,unknown,2,1,0,0,3.0
14366,Baxter Ventures,unknown,unknown,1,1,0,0,0.0
1437,Hiyield Venture Capital,unknown,unknown,1,1,0,0,0.0
1438,Frontier Management Group,USA,Chicago,1,1,0,0,0.0
14383,Eli Whitney Fund,unknown,unknown,1,1,0,0,0.0
14390,CT Dept. of Economic Development,unknown,unknown,2,1,0,0,0.56
14391,Milford Asset Management,unknown,unknown,1,1,0,0,0.0
14392,K1W1,unknown,unknown,2,2,0,0,0.07
14393,Lewis Holdings,unknown,unknown,1,1,0,0,0.0
14394,Build Ventures,unknown,unknown,2,2,0,0,0.02
144,NSV,USA,SF Bay,8,7,0,13,3.33
1440,Rabo Ventures,NLD,Amsterdam,4,4,0,2,3.84
14400,iDooo ICT Investments,unknown,unknown,1,1,0,0,0.0
14401,Innovationsstarter Fonds Hamburg,unknown,unknown,2,2,0,0,0.02
1441,iGlobe Partners,SGP,Singapore - Other,6,6,2,3,8.32
14412,YA Global,unknown,unknown,1,1,0,0,0.0
1442,Neo Technology Ventures,AUS,North Sydney,6,5,0,2,3.97
1443,Bear Stearns,USA,Atlanta,4,4,0,43,6.89
14431,Atsany Capital,unknown,unknown,1,1,0,0,0.0
14434,Sabby Capital,unknown,unknown,1,1,0,0,0.0
14436,RBC Generator Fund,unknown,unknown,1,1,0,0,0.0
14437,Bellco Capital,unknown,unknown,1,1,0,0,0.0
14440,Ameba Capital,unknown,unknown,1,1,0,0,0.0
14441,Club Italia Investimenti 2,ITA,Milan,4,4,0,0,0.28
14442,Fotowatio Renewable Ventures,unknown,unknown,1,1,0,0,0.0
14443,London Business Angel Investors,unknown,unknown,1,1,0,0,0.0
14448,KAW Investment,unknown,unknown,1,1,0,0,0.0
14449,Computime Equity Ventures,unknown,unknown,1,1,0,0,0.0
14451,OneVentures Innovation Fund,unknown,unknown,1,1,0,0,0.0
14452,the Queensland Biotechnology Fund,unknown,unknown,1,1,0,0,0.0
14458,Atlantic Capital Partners,DEU,Munich,3,2,0,3,0.81
14459,Nidus Partners,unknown,unknown,1,1,0,0,0.0
1446,VenturEast,IND,Chennai,5,5,0,13,5.67
14462,Social Capital,unknown,unknown,1,1,0,0,0.0
1448,Maryland Department of Business and Economic Development,USA,Baltimore,12,10,0,15,7.49
1449,Peninsula Ventures,USA,SF Bay,15,11,1,5,7.95
14493,Maryland VOLT Fund,unknown,unknown,1,1,0,0,0.0
14494,CT Innovations,unknown,unknown,1,1,0,1,0.0
14495,Inflexion Points Partners,unknown,unknown,1,1,0,0,0.0
145,Red Rock Ventures,USA,SF Bay,13,9,0,6,6.21
14504,Arnon Rosan,unknown,unknown,1,1,0,0,0.0
14505,Colchester Capital,USA,Summit,1,1,0,2,0.0
14514,Ippon Capital,unknown,unknown,1,1,0,0,0.0
1452,Tata Capital,IND,Mumbai,6,5,0,1,5.13
14521,Latin Idea Ventures,MEX,Mexico City,1,1,0,0,0.0
14523,Wing Capital Group,USA,Milwaukee,1,1,0,2,0.0
14529,bench,unknown,unknown,1,1,0,0,0.0
14530,SOS Ventures,unknown,unknown,2,2,0,0,0.09
14531,HCS Beteiligungsgesellschaft,unknown,unknown,1,1,0,0,0.0
14532,PMV Tina Fund,unknown,unknown,1,1,0,0,0.0
14533,Newport Holdings,unknown,unknown,1,1,0,0,0.0
14538,Ally Bridge Group,unknown,unknown,1,1,0,0,0.0
1454,Seed Capital,DNK,Diplomvej,26,23,4,24,8.59
14541,Wing VC,USA,California - Other,2,2,0,2,0.0
14544,McNally Capital,USA,Chicago,1,1,0,0,0.0
14549,Vision+,unknown,unknown,1,1,0,0,0.0
1455,Qatar Investment Authority,QAT,Doha,2,1,0,1,2.45
14550,SFW Capital Partners,USA,New York,1,1,0,0,0.0
14557,DOEN Foundation,unknown,unknown,1,1,0,0,0.0
14558,K.I Angel,unknown,unknown,1,1,0,0,0.0
1456,DFJ ePlanet Ventures,USA,SF Bay,25,20,0,30,10.34
14564,Targeted Technology Fund,USA,San Antonio,1,1,0,0,0.0
1457,GKM,USA,Los Angeles,3,3,0,5,0.71
14576,PONTIS Capital,unknown,unknown,1,1,0,0,0.0
14578,DEWB,unknown,unknown,1,1,0,0,0.0
14579,IBB Beteiligungsgesellschaft,unknown,unknown,1,1,0,0,0.0
1458,Salmon River Capital,USA,New York,3,2,0,1,4.1
14580,Atlante Seeds,unknown,unknown,1,1,0,0,0.0
14581,Five Island Ventures,unknown,unknown,1,1,0,0,0.0
14585,Fargo capital Finance,unknown,unknown,1,1,0,0,0.0
14590,Cascabel Management,USA,New York,1,1,0,0,0.0
14591,The Williams Financial Group,unknown,unknown,1,1,0,0,0.0
14592,Doll Capital Management,USA,SF Bay,1,1,0,0,0.0
14593,Harvard Business School Angels,unknown,unknown,1,1,0,0,0.0
14596,Jacana Partners,unknown,unknown,1,1,0,0,0.0
146,Jafco Ventures,USA,SF Bay,100,67,5,15,8.78
1460,CIT GAP Funds,USA,Washington DC,33,32,0,11,6.2
14601,Fosun Capital Group,unknown,unknown,1,1,0,0,0.0
14602,Chinarock Capital,unknown,unknown,1,1,0,0,0.0
14603,the London Fund,unknown,unknown,1,1,0,0,0.0
14604,Cloud Power Fund,unknown,unknown,1,1,0,0,0.0
1461,LaunchBox Digital,USA,Washington DC,21,21,2,10,3.12
14610,Boost Bitcoin Fund,unknown,unknown,1,1,0,0,0.0
14611,The Broe Group,unknown,unknown,1,1,0,0,0.0
14612,Enterprise Associates,unknown,unknown,1,1,0,0,0.0
14618,Vision Knight Capital,CHN,unknown,1,1,0,0,0.0
1462,ArrowPath Venture Partners,USA,SF Bay,26,13,0,6,7.34
14620,New Amsterdam Capital,GBR,London,1,1,0,0,0.0
14623,Oy Ingman Finance,FIN,Helsinki,1,1,0,0,0.0
14627,Ericcson,unknown,unknown,1,1,0,0,0.0
14628,Lang & Schwarz,DEU,Dusseldorf,1,1,0,0,0.0
14629,VHB Ventures,DEU,Cologne,1,1,0,0,0.0
14630,Barikuta Partners,DEU,Munich,1,1,0,0,0.0
14633,Anges Quebec,unknown,unknown,1,1,0,0,0.0
14634,Beta Fund,unknown,unknown,1,1,0,0,0.0
14635,Synergy Growth,unknown,unknown,1,1,0,0,0.0
14642,20K Industries,unknown,unknown,1,1,0,0,0.0
14657,Bay Capital,GBR,United Kingdom - Other,1,1,0,0,0.0
14667,FounderFuel,unknown,unknown,1,1,0,1,0.0
14673,LiveOak Venture Partners,USA,Austin,3,3,0,3,0.39
14675,SIH,unknown,unknown,1,1,0,0,0.0
14676,American Express Ventures,unknown,unknown,1,1,0,0,0.0
14679,TPG Capital,unknown,unknown,1,1,0,1,0.0
1468,Augustus Ventures Limited,unknown,unknown,3,2,0,0,4.4
14680,Axon Partners Group,ESP,Madrid,2,2,0,0,0.47
14683,ProQuest Investments III,unknown,unknown,1,1,0,0,0.0
14684,Great Point Partner,unknown,unknown,1,1,0,0,0.0
14686,MIG Fond,unknown,unknown,1,1,0,0,0.0
14687,Rock Springs Capital,USA,Baltimore,1,1,0,0,0.0
14688,Permal Asset Management,USA,New York,1,1,0,0,0.0
1469,North Bridge Growth Equity,USA,Boston,7,7,0,10,4.38
14698,Big Basin Partners,USA,Seattle,1,1,0,0,0.0
14699,VC Fonds Technologie Berlin,unknown,unknown,1,1,0,0,0.0
147,Sigma Partners,USA,Boston,200,91,6,17,15.13
14702,AIMCo,unknown,unknown,1,1,0,0,0.0
14705,ML-Delta,unknown,unknown,1,1,0,0,0.0
14706,Ideiasfund Brazil,BRA,Sao Paulo,1,1,0,3,0.0
14707,Black Mountain Venture Partners,CAN,Toronto,1,1,0,3,0.0
1471,ESSEC,FRA,CERGY PONTOISE Cedex,2,2,0,0,0.37
14710,Second City Capital,CAN,Vancouver,1,1,0,0,0.0
14711,Viceroy Ventures,unknown,unknown,1,1,0,0,0.0
14712,Gotham Capital,unknown,unknown,1,1,0,0,0.0
14715,Accelerator Corporation,unknown,unknown,1,1,0,1,0.0
14716,The Womens Venture Capital Fund,unknown,unknown,1,1,0,0,0.0
14717,State of Wisconsin Investment Board,USA,Madison,1,1,0,0,0.0
14719,Wild Basin Investments,unknown,unknown,1,1,0,0,0.0
14721,Alaya,unknown,unknown,1,1,0,0,0.0
14722,Faber Ventures,PRT,Lisbon,2,2,0,0,0.05
14723,Ontario Ministry of Economic Development,unknown,unknown,1,1,0,0,0.0
14724,NRC-IRAP,unknown,unknown,1,1,0,0,0.0
14726,C3P Capital,unknown,unknown,1,1,0,0,0.0
1473,SVB Financial Group,USA,SF Bay,29,28,0,22,10.72
14736,Howzat Partners,GBR,London,1,1,0,3,0.0
14737,Miroma Ventures,GBR,London,1,1,0,3,0.0
14738,Capricorn Health-Tech Fund,unknown,unknown,1,1,0,0,0.0
14739,Third Rome Group,unknown,unknown,1,1,0,0,0.0
14740,GRP - Gestão de Recursos e Participações,unknown,unknown,1,1,0,0,0.0
14744,WMAS Management Group,unknown,unknown,1,1,0,0,0.0
14747,Meyer Bergman,unknown,unknown,1,1,0,0,0.0
1475,SF Capital,GBR,Guildford Surrey,5,4,0,7,5.0
14752,National Institute of Health,unknown,unknown,1,1,0,0,0.0
14762,UCLA Venture Capital Fund,unknown,unknown,1,1,0,1,0.0
14766,Future Perfect Ventures,USA,New York,1,1,0,1,0.0
14769,Business Media China AG,unknown,unknown,1,1,0,0,0.0
1477,SeedFund,IND,Mumbai,9,8,2,6,5.32
14774,"NTT DOCOMO Ventures, Inc.",unknown,unknown,2,1,0,0,0.15
14777,Conversion Capital,unknown,unknown,1,1,0,1,0.0
14778,CMU OFEF,unknown,unknown,1,1,0,0,0.0
1478,Saban Ventures,unknown,unknown,2,2,0,2,1.67
1479,SunAmerica Ventures,USA,Los Angeles,10,6,0,4,5.94
14790,REVENTON B.V,unknown,unknown,1,1,0,0,0.0
14791,Seed Ventures IV,CAN,Toronto,1,1,0,0,0.0
14792,RKS Ventures,unknown,unknown,1,1,0,0,0.0
14797,Benesse Holdings,unknown,unknown,1,1,0,0,0.0
14799,Institut Català de Finances,unknown,unknown,1,1,0,0,0.0
148,Garage Technology Ventures,USA,SF Bay,22,15,0,14,11.06
1480,Millennium Technology Value Partners,USA,New York,7,6,1,12,6.92
14802,Shunwei China Internet Fund,CHN,Beijing,1,1,0,3,0.0
14805,SWaN & Legend Venture Partners,unknown,unknown,1,1,0,0,0.0
14806,appcampu,unknown,unknown,1,1,0,0,0.0
14807,startupagora,unknown,unknown,1,1,0,0,0.0
14808,Exto Partners,unknown,unknown,1,1,0,0,0.0
14809,BridgeLane Capital,AUS,Sydney,1,1,0,0,0.0
1481,Express Ventures,USA,San Diego,3,3,0,3,2.55
14814,Hera Capital,unknown,unknown,1,1,0,0,0.0
14815,Danka Capital,unknown,unknown,1,1,0,0,0.0
14816,Plug and Play International Accelerator,unknown,unknown,1,1,0,0,0.0
14817,Vitamina K Venture Capital,unknown,unknown,1,1,0,0,0.0
14818,Transportation Technology Ventures,unknown,unknown,1,1,0,0,0.0
14819,Wardenclyffe Partners,unknown,unknown,1,1,0,0,0.0
1482,Yaletown Venture Partners,CAN,Vancouver,23,19,1,28,7.94
14822,North Light Venture Capital,unknown,unknown,1,1,0,0,0.0
14826,H-Farm Ventures,unknown,unknown,1,1,0,0,0.0
14829,Greenvisor Capital,unknown,unknown,1,1,0,0,0.0
1483,Anxon International,unknown,unknown,1,1,0,0,0.0
14836,Amorcage Technologique Investissement,unknown,unknown,1,1,0,0,0.0
14838,responsAbility Ventures I,unknown,unknown,1,1,0,0,0.0
14839,Ventureast Fund Advisors India,unknown,unknown,1,1,0,0,0.0
14843,Bilfinger Venture Capital,DEU,Mannheim,1,1,0,0,0.0
14844,KfW Bankengruppe II,DEU,Frankfurt,1,1,0,0,0.0
14848,ACE Singapore,SGP,Singapore - Other,1,1,0,0,0.0
1485,Patriot Capital Funding,USA,Westport,3,3,0,0,2.89
14852,FSE Investor Network,unknown,unknown,1,1,0,0,0.0
14853,Blue Sky Capital,unknown,unknown,1,1,0,0,0.0
14857,Inveready Capital,unknown,unknown,1,1,0,0,0.0
14858,RI Digital Ventures,unknown,unknown,1,1,0,0,0.0
14859,Rajasthan Venture Capital Fund,unknown,unknown,1,1,0,0,0.0
1486,AD Gilhart & Co,USA,New York,1,1,0,0,0.0
14860,IvyCap Ventures,unknown,unknown,1,1,0,0,0.0
14872,InterCapital,unknown,unknown,1,1,0,0,0.0
14877,Blue Lagoon Capital,unknown,unknown,2,1,0,0,1.42
14878,TDFunds,unknown,unknown,2,1,0,0,0.76
1488,HighBar Partners,USA,SF Bay,10,8,2,8,8.55
14883,Principia Sgr,unknown,unknown,1,1,0,0,0.0
1489,Boston Harbor Angels,unknown,unknown,12,10,0,64,6.15
149,Bay Partners,USA,SF Bay,101,58,0,10,10.87
1490,Martinson Trigon Venture Partners,unknown,unknown,5,5,3,1,1.94
14902,The Danish National Advanced Technology Foundation,unknown,unknown,1,1,0,0,0.0
14903,China Broadband Capital,unknown,unknown,1,1,0,0,0.0
14904,"Sistema de Banca para el Desarrollo, Costa Rica",unknown,unknown,1,1,0,0,0.0
14910,Itochu Ventures,unknown,unknown,1,1,0,0,0.0
14911,Mizuho Capitalm,unknown,unknown,1,1,0,0,0.0
14917,Dentsu Digital Fund 1,unknown,unknown,1,1,0,0,0.0
1492,NGEN Partners,USA,Santa Barbara,33,25,1,12,8.4
14920,Intermediate Capital Group,unknown,unknown,1,1,0,0,0.0
14928,SENCYT,unknown,unknown,1,1,0,0,0.0
14929,Tencent Industry Win-Win Fund,unknown,unknown,1,1,0,0,0.0
1493,Yellowstone Capital,USA,Houston,4,2,0,4,3.02
14930,TBP Capital,unknown,unknown,1,1,0,0,0.0
14932,Capricorn Venture,unknown,unknown,1,1,0,0,0.0
14933,ConvergInce Holdings,unknown,unknown,1,1,0,0,0.0
14935,WindSail Capital,USA,Boston,1,1,0,2,0.0
14937,Vine Street Ventures,unknown,unknown,1,1,0,0,0.0
1494,"Moser Baer India, Ltd",IND,New Delhi,2,2,0,5,3.89
14942,Govtor Capital,unknown,unknown,1,1,0,0,0.0
14943,Vcwill Capital,unknown,unknown,1,1,0,0,0.0
14945,Menlo Ventures Talent Fund,unknown,unknown,1,1,0,0,0.0
1495,Mesirow Financial,USA,Chicago,13,6,0,19,8.13
14951,Bright Horizons Family Solutions,unknown,unknown,1,1,0,0,0.0
14952,360by360 Competition,unknown,unknown,1,1,0,0,0.0
14953,Techstars Austin,unknown,unknown,1,1,0,0,0.0
14954,Buongiorno SpA,unknown,unknown,1,1,0,0,0.0
14955,South Ventures,unknown,unknown,1,1,0,0,0.0
14956,Cyberport,unknown,unknown,1,1,0,0,0.0
14959,Alaska Permanent Fund,unknown,unknown,1,1,0,0,0.0
1496,Harrison Metal Capital,USA,SF Bay,73,48,3,8,6.94
14961,Education Matrix,unknown,unknown,1,1,0,0,0.0
14966,Investec Ventures Ireland Limited,GBR,London,1,1,0,0,0.0
1497,Pequot Capital,USA,Westport,37,26,0,5,9.11
14972,Ignition Growth,unknown,unknown,1,1,0,0,0.0
14974,Scopia Capital,unknown,unknown,1,1,0,1,0.0
14975,Vegas Tech Fund,unknown,unknown,1,1,0,0,0.0
14976,BaseVC,unknown,unknown,1,1,0,0,0.0
14977,Metro Global Ventures,unknown,unknown,1,1,0,0,0.0
1498,Credit Suisse,CHE,Zurich,29,24,0,130,8.1
1499,A Plus Finance,FRA,Paris,24,19,0,5,7.06
14996,Cerner Capital,USA,unknown,1,1,0,0,0.0
1500,AfterDox,ISR,Kfar Sava,6,4,0,2,5.55
15003,Repsol Energy Ventures,ESP,Madrid,1,1,0,0,0.0
1502,Dotcorp Asset Management,unknown,unknown,4,3,2,0,2.4
1503,GP BullHound Sidecar,GBR,London,5,4,0,1,2.11
15030,Skyland Ventures,unknown,unknown,1,1,0,0,0.0
15033,Silent Investor,unknown,unknown,1,1,0,0,0.0
15034,CM-CIC Capital Finance,FRA,Paris,1,1,0,0,0.0
15036,technology innovation fund,unknown,unknown,1,1,0,0,0.0
15037,VEB Innovation,RUS,Moscow,1,1,0,0,0.0
15039,Stichting DOEN,unknown,unknown,3,1,0,0,2.0
1504,Third Point Ventures,USA,SF Bay,14,11,0,3,6.52
15044,Odey Swan,unknown,unknown,1,1,0,0,0.0
15045,Testudo funds,unknown,unknown,1,1,0,0,0.0
15054,Eagle Cliff Partners,unknown,unknown,1,1,0,0,0.0
15057,Pavillion Capital,GBR,London,1,1,0,0,0.0
15066,KAMIA ventures,unknown,unknown,1,1,0,0,0.0
15067,Axiom Group Inc,USA,Minneapolis,1,1,0,0,0.0
15069,BDS Venture Fund,unknown,unknown,1,1,0,0,0.0
15073,Garrison Investment Group,unknown,unknown,1,1,0,0,0.0
15074,Solel Investment Group LLC,unknown,unknown,1,1,0,0,0.0
1508,SunTrust Bank,USA,Atlanta,2,2,0,18,2.91
15085,Dila Capital,MEX,Mexico City,1,1,1,0,0.0
15086,Capital Invest,unknown,unknown,1,1,1,0,0.0
15098,Littlejohn & Co,USA,New York,1,1,0,1,0.0
1510,dpixel,ITA,Milano,7,6,3,10,2.88
1513,Pasadena Angels,USA,Los Angeles,15,13,0,15,7.23
1514,BAF Spectrum,SGP,Singapore,4,4,0,2,3.31
1515,Austria Wirtschaftsservice,DEU,unknown,5,4,0,0,7.82
1517,Triton Ventures,USA,Austin,4,2,0,2,5.01
1518,Enspire Capital,SGP,Singapore,10,6,0,2,7.88
152,Armada Investment Group,CHE,Zurich,4,3,0,1,1.79
1522,IQ Capital Partners,GBR,London,18,12,0,8,6.5
1523,Arthur Ventures,USA,Fargo,4,4,0,4,4.22
1526,Emerson Ventures,unknown,unknown,1,1,0,0,0.0
1529,123Venture,FRA,Paris,9,8,0,35,8.1
153,Leapfrog Ventures,USA,SF Bay,34,21,0,3,8.51
1530,IDG Ventures India,MUS,Cybercity,14,11,0,11,6.66
1532,The Morpheus,IND,Chandigarh,13,13,0,5,4.06
1533,Tribune Strategic Investments,USA,Chicago,3,2,3,1,12.06
1535,Angel Investors LP,USA,Los Angeles,14,14,0,6,14.47
1536,Invision Private Equity AG,CHE,Zug,3,2,0,0,1.9
1537,Circle T Partners,USA,New York,3,1,0,2,3.88
1539,Supper Club,GBR,London,1,1,0,0,0.0
154,HarbourVest Partners,USA,Boston,28,21,0,123,13.81
1540,TWJ Capital,USA,New York,8,6,0,2,7.82
1541,Security Growth Partners,USA,New York,3,1,0,3,5.33
155,SAP Ventures,USA,SF Bay,82,56,0,15,9.31
1550,SK Telecom Ventures,USA,SF Bay,17,12,0,7,4.19
1551,eCAPITAL Entrepreneurial Partners AG,DEU,Münster,14,11,2,14,7.28
1552,BayBG,DEU,Munich,21,19,0,2,8.06
1553,BayTech Venture Capital,DEU,Munich,23,15,1,19,8.75
1554,Black Diamond Ventures,USA,Los Angeles,4,3,1,3,4.0
1555,Spyglass Ventures,USA,Los Angeles,1,1,0,2,0.0
1556,Vision Opportunity Master Fund,USA,New York,1,1,0,0,0.0
1557,DBL Investors,USA,SF Bay,21,13,0,9,7.26
1558,Trilogy Equity Partnership,USA,Seattle,26,20,0,10,8.24
1559,KIZOO,DEU,Karlsruhe,7,4,2,5,4.38
1560,Beringea Private Equity,USA,Detroit,21,18,2,28,6.59
1561,Aspiration Capital,unknown,unknown,3,3,0,0,1.75
1562,Digitalents Capital,GBR,London,2,1,0,2,1.34
1563,RockPort Capital Partners,USA,Boston,50,33,0,18,7.89
1565,Horizon Ventures,USA,SF Bay,28,21,2,11,8.81
1569,Lowercase Capital,USA,Truckee,39,36,1,4,5.57
1570,DaneVest Capital,USA,Middleton,3,3,0,2,3.82
1572,Azione Capital Pte Ltd,SGP,Singapore - Other,15,15,0,18,5.0
1573,Northstar Equity Investors,CAN,Newcastle upon Tyne,25,21,0,19,6.25
1574,Hotspur Capital,unknown,unknown,5,5,0,1,4.42
1575,BASF Venture Capital,USA,SF Bay,15,14,0,30,8.77
1576,Earthrise Capital Partners,USA,New York,2,2,0,1,3.16
1577,Southern Tier Opportunity Coalitiion,USA,Binghamton,1,1,0,2,0.0
158,PICO,USA,San Diego,1,1,0,8,0.0
1580,Rock Maple Ventures,USA,Boston,7,3,0,2,5.5
1584,Valence Capital Management,USA,New York,1,1,0,0,0.0
1585,Syntek Capital,DEU,Pullach,2,2,0,7,3.59
1587,Ignite Group,USA,SF Bay,5,4,0,2,1.63
1588,Bekaert,BEL,Kortrijk,3,2,0,2,7.29
1589,Dow Venture Capital,USA,Midland,17,14,0,6,6.64
1591,Applied Ventures,USA,SF Bay,24,18,0,44,7.25
1592,Hasso Plattner Ventures,DEU,Potsdam,20,18,0,9,7.13
1594,CNM Ventures,DEU,Berlin,2,2,1,2,0.42
1597,Infinity Venture Partners Incubator Fund,unknown,unknown,2,2,0,0,4.66
1598,Seven Spires Investment,GBR,London,4,4,0,1,3.82
16,Acadia Woods Partners,USA,New York - Other,19,14,0,2,6.83
160,JK&B Capital,USA,Chicago,48,36,0,8,9.3
1600,Legend Ventures,USA,Washington DC,5,4,0,0,3.46
1606,The FSE Group,GBR,London,5,5,4,0,4.05
1607,LaunchCapital,USA,Boston,57,47,0,13,5.61
1608,Lighthouse Capital Partners,USA,SF Bay,19,19,2,10,10.62
1613,Bonsal Capital,USA,Baltimore,1,1,0,2,0.0
1615,The Chinese Founders Fund,CHN,Beijing,1,1,0,0,0.0
1616,Oregon Angel Fund,USA,Portland,11,11,0,3,5.78
1617,Triangle Peak Partners,USA,Carmel,28,21,0,10,4.8
1618,Egan-Managed Capital,USA,Boston,32,16,0,5,10.06
1619,FreshTracks Capital,USA,Shelburne,21,18,0,5,11.83
162,Chess Ventures,USA,SF Bay,6,5,0,1,3.79
1620,Tomorrow Focus,DEU,Munich,1,1,0,2,0.0
1621,Miramar Venture Partners,USA,Corona del Mar,27,21,0,13,8.77
1622,Earlybird Venture Capital,DEU,Berlin,48,37,4,44,9.35
1624,Berggruen Holdings,USA,New York,1,1,0,10,0.0
1626,Long River Ventures,USA,Amherst,16,8,0,6,7.63
1627,Granite Point Capital,USA,Boston,1,1,0,1,0.0
1628,Berkshires Capital Investors,USA,Williamstown,1,1,0,2,0.0
1629,Lee Enterprises,USA,Davenport,1,1,0,15,0.0
1630,Imlay Investments,USA,Atlanta,24,19,2,2,8.54
1631,Telesystem Ltd.,CAN,Montreal,3,3,0,3,3.2
1632,Lake Street Capital,USA,SF Bay,4,4,0,5,3.82
1633,RLI Partners,unknown,unknown,1,1,0,0,0.0
1634,Oxantium Ventures,USA,Washington DC,4,4,2,8,2.58
1635,Seraph Group,USA,Atlanta,17,13,0,9,7.76
1636,Startup Capital Ventures,USA,SF Bay,9,8,0,5,5.37
1637,Cheyenne Capital,USA,Cheyenne,3,3,0,1,2.16
1639,The Cross Country Group,USA,Boston,2,1,0,0,1.94
1640,Geolo Capital,USA,SF Bay,2,1,0,3,1.94
1646,Sterling Partners,USA,Baltimore,9,7,4,45,6.89
1647,Metamorphic Ventures,USA,New York,52,39,0,9,7.23
1649,CDC Enterprises,FRA,Paris,15,14,0,0,7.5
165,Angel Investment Partners,unknown,unknown,1,1,0,0,0.0
1650,China Value,unknown,unknown,1,1,0,0,0.0
1651,Asenqua Ventures,USA,SF Bay,1,1,0,5,0.0
1652,Pegasus Capital,USA,Cos Cob,6,5,0,6,6.09
1653,Massachusetts Green Energy Fund,USA,Boston,3,3,2,4,0.79
1654,Angeleno Group,USA,Los Angeles,16,10,0,10,8.28
1655,AIB Seed Capital Fund,IRL,Dublin,14,14,0,0,4.8
1656,Atlantic Bridge,IRL,Dublin,26,17,0,13,8.36
1657,Delta Partners,IRL,Dublin,39,29,0,9,12.38
1658,Kernel Capital Partners,IRL,Cork,28,27,0,16,6.3
1659,NCB Ventures,IRL,Dublin,6,5,0,7,6.01
166,Lehman Brothers,USA,New York,47,35,2,147,9.97
1660,Vinnof,unknown,unknown,4,4,0,1,5.52
1661,Big Sky Partners,USA,SF Bay,8,4,0,2,4.42
1662,Rite Ventures,SWE,Stockholm,1,1,2,5,0.0
1666,Levensohn Venture Partners,USA,SF Bay,19,12,0,10,7.09
1668,Chevron-Texaco Venture Equities,unknown,unknown,2,2,0,0,2.15
1669,Net-Partners,unknown,unknown,1,1,0,0,0.0
1672,Cross Atlantic Partners,USA,New York,5,5,0,1,5.02
1674,"Health Venture Group, LLC",unknown,unknown,1,1,0,3,0.0
1676,Infinity Venture Partners,HKG,Wan Chai,15,14,1,101,8.86
1678,Horizon Technology Finance Management LLC,USA,Farmington,16,16,0,19,7.07
168,Bezos Expeditions,USA,unknown,28,21,0,3,8.17
1680,Fung Capital USA,USA,SF Bay,6,6,0,3,4.91
1681,Samsung Ventures,KOR,Seoul,51,45,0,8,8.17
1685,GRP Partners,USA,Los Angeles,4,3,0,0,1.0
1687,Psilos Group,USA,New York,10,8,0,1,6.85
1688,Argonaut Ventures,USA,SF Bay,8,6,0,2,6.54
1689,ESI,unknown,unknown,1,1,4,1,0.0
169,Baker Capital,USA,New York,11,9,0,14,9.46
1690,Gainesborough Investment Partners,unknown,unknown,1,1,0,0,0.0
1693,DuPont Capital Management,USA,Willmington,10,6,0,59,7.07
1694,Kinetic Ventures,USA,Washington DC,16,10,0,7,8.82
1695,Caravel Capital,GBR,London,1,1,0,1,0.0
1696,Rho Investment Parnters,unknown,unknown,2,2,0,0,3.14
1697,Bend Venture Conference,USA,Eugene,1,1,0,0,0.0
1699,Harris & Harris Group,USA,New York,55,33,0,14,8.81
17,Sequoia Capital,USA,SF Bay,507,309,4,104,26.94
1700,XG Ventures,USA,SF Bay,59,50,2,4,6.94
1701,Pelion Venture Partners,USA,Salt Lake City,38,25,0,11,8.16
1702,Hopewell Ventures,USA,Chicago,3,2,0,4,3.12
1703,Dickey Revocable Living Trust,unknown,unknown,1,1,0,0,0.0
1704,Zweben Family Revocable Trust,unknown,unknown,1,1,0,0,0.0
1705,Tracer Capital,USA,New York,1,1,0,2,0.0
1707,Berkshire Ventures LLC,USA,Philadelphia,2,1,0,0,2.15
1708,"Johnson Magrath & Partners, LLP",USA,Charleston,1,1,3,0,0.0
1710,DeGeorge Holdings,unknown,unknown,1,1,0,0,0.0
1712,Elevation Partners,USA,New York,10,8,4,17,4.97
1713,Originate Ventures,USA,Bethlehem,12,11,3,5,4.58
1716,Starr International Company,USA,New York,2,2,0,2,2.11
1718,SIAR Capital,USA,New York,1,1,0,0,0.0
172,Shea Ventures,USA,Los Angeles,20,15,0,7,8.55
1722,Advent International,USA,Boston,14,13,3,206,8.66
1723,Mentor Capital Partners,USA,Philadelphia,4,4,0,0,4.57
1724,The Halo Fund,USA,SF Bay,7,6,0,3,6.31
1726,OakStone Ventures,unknown,unknown,1,1,0,0,0.0
