finOrg_id,name,country_code,city,region,first_investment_at,last_investment_at,investment_rounds,invested_companies,milestones,relationships,years_invested
f:1,Greylock Partners,USA,Menlo Park,SF Bay,2000-03-01,2013-12-05,307,196,0,71,13.76
f:10,Mission Ventures,USA,San Diego,San Diego,2004-10-26,2013-11-22,58,33,0,11,9.07
f:100,"Kapor Enterprises, Inc.",USA,unknown,Unknown,2004-10-28,2006-03-01,2,1,0,1,1.34
f:1000,Speed Ventures,unknown,unknown,unknown,,,0,0,1,1,
f:10000,3x5 Special Opportunity Partners,unknown,unknown,unknown,2012-10-23,2013-10-29,4,4,0,0,1.02
f:10001,Salem Partners,USA,Los Angeles,Los Angeles,2012-10-23,2012-10-23,1,1,0,3,0.0
f:10002,3T Capital,FRA,PARIS Cedex 13,Paris,2012-10-25,2013-09-30,3,3,0,0,0.93
f:10003,Merieux Developpement,FRA,LYON,Lyon,2012-10-26,2013-05-06,2,2,0,0,0.53
f:10004,Aquasourca,FRA,VILLEURBANNE Cedex,unknown,2012-10-26,2012-10-26,1,1,0,0,0.0
f:10005,Texas Entrepreneur Networks,USA,unknown,Texas - Other,2012-10-26,2012-10-26,1,1,0,0,0.0
f:10007,Precedent Investments,unknown,unknown,unknown,2012-10-26,2012-10-26,1,1,0,0,0.0
f:10008,Navitrio,ISR,Ra'anana,Raanana,2012-10-27,2012-10-27,1,1,0,0,0.0
f:1001,Burch Investment Group,USA,Nashville,Nashville,2007-01-01,2007-01-01,1,1,0,1,0.0
f:10011,DRAW,unknown,unknown,unknown,,,0,0,0,1,
f:10012,The Bollard Group,USA,Boston,Boston,2000-01-01,2000-01-01,1,1,0,1,0.0
f:10013,EJ Funds,unknown,unknown,unknown,2012-10-29,2012-10-29,1,1,0,0,0.0
f:10014,Kuzari Group,USA,New York,New York,2012-10-29,2013-10-28,2,2,0,0,1.0
f:10015,IMI.VC,RUS,Moscow,Moscow,2013-02-05,2013-09-04,2,2,4,3,0.58
f:10019,Eurofin Ventures,CHE,CH-1002,unknown,2011-08-01,2011-08-01,1,1,0,5,0.0
f:1002,Alven Capital,FRA,Paris,Paris,2005-03-29,2013-11-21,43,36,1,7,8.65
f:10020,East Valley Ventures,CAN,Saint John,Saint John,2012-10-01,2012-11-16,2,2,0,0,0.13
f:10021,National Research Foundation,SGP,unknown,Singapore - Other,2011-11-30,2013-10-09,7,7,1,0,1.86
f:10022,Venture Partners,unknown,unknown,unknown,2012-07-01,2013-12-08,3,3,0,3,1.44
f:10023,Yumedeals,IND,Hyderabad,Hyderabad,,,0,0,0,1,
f:10024,Tron Capital,USA,Boston,Boston,2012-10-31,2012-10-31,1,1,0,0,0.0
f:10027,Branford Castle Private Equity,USA,New York,New York,2012-10-30,2012-10-30,1,1,0,0,0.0
f:10028,Startup Alliance,unknown,unknown,unknown,2012-10-31,2012-10-31,1,1,0,0,0.0
f:10029,Redpoint eVentures Brazil,BRA,Sao Paulo,Sao Paulo,,,0,0,0,4,
f:1003,Alten Capital,unknown,unknown,unknown,2008-04-12,2008-04-12,1,1,0,1,0.0
f:10030,Canyon Creek Capital,USA,Santa Monica,Los Angeles,2012-11-01,2013-09-17,3,3,1,2,0.88
f:10031,Karlin Ventures,USA,Los Angeles,Los Angeles,2012-08-18,2013-09-25,13,13,1,0,1.1
f:10032,n/ab,unknown,unknown,unknown,,,0,0,0,1,
f:10033,n/aa,unknown,unknown,unknown,,,0,0,0,2,
f:10036,SharesPost Investment Management,USA,San Bruno,SF Bay,,,0,0,2,2,
f:10038,B Dash Ventures,JPN,Tokyo,Tokyo,2012-11-02,2013-02-13,2,2,1,0,0.28
f:10039,BIGLOBE Capital,JPN,Tokyo,Tokyo,2012-11-02,2012-11-02,1,1,0,0,0.0
f:10040,Gumi Ventures,unknown,unknown,unknown,2012-11-02,2012-11-02,1,1,0,0,0.0
f:10041,MusiGraphics Advertising,USA,Houston,Houston,,,0,0,0,1,
f:10042,Riyadh Valley Company,SAU,Riyadh,Riyadh,,,0,0,0,0,
f:10043,Altimeter Capital,USA,Boston,Boston,2012-11-10,2013-10-04,3,3,0,6,0.9
f:10044,Archimedia Investments,unknown,unknown,unknown,2012-11-05,2012-11-05,1,1,0,0,0.0
f:10046,LaunchTime,unknown,unknown,unknown,2010-09-01,2010-09-01,1,1,0,1,0.0
f:10047,CHP,CHN,Shanghai,Shanghai,,,0,0,0,1,
f:10048,Camp One Ventures,USA,unknown,California - Other,2013-11-12,2013-11-12,1,1,0,2,0.0
f:10049,Biotechnology Value Fund,USA,San Francisco,SF Bay,2012-11-05,2013-09-03,2,2,0,0,0.83
f:1005,Grey Ventures,USA,New York,New York,2003-11-17,2008-04-14,2,1,0,1,4.41
f:10050,Allegro Venture Partners,unknown,unknown,unknown,2012-04-01,2013-11-05,6,5,0,1,1.6
f:10051,LAUNCHub,BGR,Sofia,Sofia,2012-10-01,2013-09-01,26,25,2,4,0.92
f:10052,Berrier Capital,ITA,Milano,Milano,2012-08-06,2012-08-06,1,1,0,0,0.0
f:10053,HFG Wealth Management,USA,The Woodlands,Houston,,,0,0,0,1,
f:10054,Big Sur Ventures,ESP,Madrid,Madrid,2012-11-06,2013-06-14,2,2,0,1,0.6
f:10055,Necotium,unknown,unknown,unknown,2012-11-06,2012-11-06,1,1,0,0,0.0
f:10056,Crystal Horse Investments,SGP,unknown,Singapore - Other,2011-03-01,2012-12-09,7,6,1,1,1.78
f:10057,JCB Investments,unknown,unknown,unknown,2012-11-06,2012-11-06,1,1,0,0,0.0
f:10058,La Jolla Holding,unknown,unknown,unknown,2012-11-06,2012-11-06,1,1,0,0,0.0
f:10059,ISF Capital Développement 2015,unknown,unknown,unknown,2009-06-01,2009-06-01,1,1,0,0,0.0
f:1006,Creathor Venture Management,DEU,Bad Homburg,Bad Homburg,2007-01-01,2013-10-22,34,24,4,16,6.81
f:10061,WFA Global Investments,USA,New York,New York,2012-11-07,2012-11-07,1,1,0,0,0.0
f:10062,OPCVM 360,unknown,unknown,unknown,,,0,0,0,1,
f:10063,Pacific Advantage Capital,HKG,Central,Hong Kong,2013-07-12,2013-07-29,2,1,0,1,0.05
f:10064,Duet Partners Ltd,GBR,London,London,,,0,0,0,3,
f:10066,ELIAN INVESTMENT,unknown,unknown,unknown,,,0,0,0,1,
f:10067,VMS Capital,USA,San Diego,San Diego,,,0,0,0,2,
f:10069,Euroserve GmbH,unknown,unknown,unknown,2012-06-01,2012-06-01,1,1,0,0,0.0
f:1007,i2E,USA,Oklahoma City,Oklahoma City,2008-10-01,2013-11-06,10,10,0,2,5.1
f:10071,Liberty Global Ventures,USA,Englewood,Denver,2011-08-29,2013-10-22,6,5,0,1,2.15
f:10074,Mundivox,unknown,unknown,unknown,,,0,0,0,1,
f:10075,Good Works Ventures,unknown,unknown,unknown,2012-11-10,2012-11-10,1,1,0,0,0.0
f:10076,Agate Medical Investments,ISR,Tel Aviv,Tel Aviv,2012-11-09,2012-11-09,1,1,0,0,0.0
f:10078,Xerox UK Ltd,unknown,unknown,unknown,,,0,0,0,1,
f:10079,Lion Fund,USA,Fort Wayne,Fort Wayne,,,0,0,0,2,
f:1008,Madrone Capital Partners,USA,Menlo Park,SF Bay,2008-04-15,2013-10-09,11,7,0,2,5.48
f:10081,Deciens Capital,USA,San Francisco,SF Bay,2012-09-28,2012-11-14,2,2,0,2,0.13
f:10082,Inimiti,ISR,unknown,Israel - Other,2012-11-15,2013-06-11,2,2,0,3,0.57
f:10083,Cedar St Capital,USA,New York,New York,2012-03-01,2013-08-13,2,1,0,0,1.45
f:10084,Trebuchet Investments,unknown,unknown,unknown,2012-03-01,2013-08-13,2,1,0,0,1.45
f:10085,Padova Investments,unknown,unknown,unknown,2012-03-01,2013-08-13,2,1,0,0,1.45
f:10086,JUMPSTART CAPITAL,USA,Los Angeles,Los Angeles,,,0,0,0,0,
f:10087,Fraser McCombs Capital,USA,Boulder,Denver,2013-01-15,2013-05-10,2,2,0,2,0.31
f:10089,Windsor Brokers,CYP,Limassol,Limassol,,,0,0,0,0,
f:1009,Croghan Investments,USA,Niwot,Niwot,2008-04-15,2013-12-10,4,4,0,1,5.65
f:10090,Arpheus GmbH,unknown,unknown,unknown,,,0,0,0,1,
f:10092,UK Financials,GBR,London,London,,,0,0,0,0,
f:10093,Fundación José Manuel Entrecanales,ESP,Madrid,Madrid,2012-01-01,2013-02-13,2,2,0,0,1.12
f:10094,iBank,USA,Costa Mesa,Los Angeles,,,0,0,0,0,
f:10096,Red Sea Venture Partners,unknown,unknown,unknown,2012-11-15,2012-11-15,1,1,0,0,0.0
f:10097,Online generics,unknown,unknown,unknown,,,0,0,0,1,
f:10098,Naive Angels,unknown,unknown,unknown,,,0,0,0,1,
f:101,BlueRun Ventures,USA,Menlo Park,SF Bay,1999-07-01,2013-02-13,87,55,0,27,13.62
f:1010,Overbrook Entertainment,unknown,unknown,unknown,2008-04-15,2013-10-04,4,4,0,1,5.47
f:10100,Militello Capital,USA,Lansdowne,Lansdowne,2013-01-01,2013-11-04,4,4,0,0,0.84
f:10101,Adventure Capital,AUS,Melbourne,Melbourne,2012-11-13,2012-11-13,1,1,1,6,0.0
f:10102,Martlet,GBR,Cambridge,London,2012-11-13,2012-11-13,1,1,0,0,0.0
f:10103,Harland Financial Solutions,USA,Lake Mary,Orlando,2012-11-14,2012-11-14,1,1,0,0,0.0
f:10104,New World Innovation,unknown,unknown,unknown,,,0,0,0,1,
f:10105,Northeast Community Federal Credit Union,USA,San Francisco,SF Bay,,,0,0,0,1,
f:10106,SBI,unknown,unknown,unknown,,,0,0,0,2,
f:10108,NISPO Funds Ltd,IRL,Belfast,Belfast,2012-01-11,2012-01-11,1,1,0,0,0.0
f:10109,Silvercrest Asset Management Group,USA,New York,New York,,,0,0,0,0,
f:10110,Jumpstart Ventures,USA,Chicago,Chicago,2012-03-01,2013-08-13,5,4,1,0,1.45
f:10111,Jade Global Investments,unknown,unknown,unknown,2012-11-01,2012-11-01,1,1,0,0,0.0
f:10112,Sparkasse Mecklenburg-Nordwest,DEU,Wismar,Wismar,,,0,0,0,1,
f:10113,Landessparkasse zu Oldenburg,DEU,Oldenburg,Oldenburg,,,0,0,0,1,
f:10114,Seedstartup,ARE,Dubai,Dubai,2012-08-30,2012-08-30,1,1,0,1,0.0
f:10116,LaSalle Investment Management,USA,Chicago,Chicago,,,0,0,1,3,
f:10118,Nedbank,ZAF,Sandown,Sandown,,,0,0,0,2,
f:10119,Balmoral Funds,USA,Los Angeles,Los Angeles,,,0,0,0,0,
f:1012,Arba Seed Investment Group,USA,San Francisco,SF Bay,2005-12-15,2005-12-15,1,1,0,1,0.0
f:10120,ContactIDM.com,USA,Lake Forest,Los Angeles,,,0,0,0,1,
f:10121,Numoda Capital Innovations,USA,Philadelphia,Philadelphia,2012-11-20,2012-12-19,2,2,0,0,0.08
f:10122,AZ Furnace Accelerator,USA,Scottsdale,Phoenix,2012-11-20,2012-12-20,5,5,0,1,0.08
f:10123,Fidelity Growth Partners Asia,CHN,Beijing,Beijing,2012-11-16,2013-03-06,2,2,0,0,0.3
f:10124,Oaktree Capital Management,USA,Los Angeles,Los Angeles,2012-11-20,2012-11-20,1,1,0,7,0.0
f:10125,Pulver's Micro Angel Fund,unknown,unknown,unknown,2011-12-01,2012-11-14,2,1,0,0,0.96
f:10126,PanAfrican Investment Co.,unknown,unknown,unknown,2012-11-21,2012-11-21,1,1,0,0,0.0
f:10127,Mercia Fund Management,GBR,Henley-in-Arden,Henley-in-Arden,2006-10-23,2013-11-25,12,11,0,0,7.09
f:10129,Hennessey Capital,USA,Rochester,Detroit,2012-11-21,2013-10-23,3,2,0,0,0.92
f:1013,NuVoiz,USA,Mountain View,SF Bay,,,0,0,0,0,
f:10131,Fin1,unknown,unknown,unknown,,,0,0,0,1,
f:10132,Fin2,unknown,unknown,unknown,,,0,0,0,1,
f:10133,Mediterra PE,unknown,unknown,unknown,2012-01-01,2012-01-01,1,1,0,0,0.0
f:10135,LionBird,ISR,Tel Aviv,Tel Aviv,2012-07-01,2013-10-08,5,4,0,0,1.27
f:10136,eventurecat,DEU,Berlin,Berlin,,,0,0,0,1,
f:10137,Leopard Rock Capital,GBR,London,London,2012-11-23,2012-11-23,1,1,0,0,0.0
f:10138,Javest Investment Fund,NLD,Amsterdam,Amsterdam,2010-04-23,2013-11-06,3,3,0,2,3.54
f:10139,New World Private Equity,GBR,London,London,2012-11-24,2012-11-24,1,1,0,0,0.0
f:10140,TrentoRISE,ITA,Povo in Trento,unknown,2012-11-09,2012-11-09,1,1,0,0,0.0
f:10141,Techie Magazine,unknown,unknown,unknown,,,0,0,0,1,
f:10142,Cemre Reklam,TUR,Istanbul,Istanbul,,,0,0,0,1,
f:10143,Social Investment Ventures LLC,unknown,unknown,unknown,,,0,0,0,1,
f:10144,Softbank Ventures Korea,KOR,Seoul,Seoul,2008-06-01,2013-10-21,17,16,1,10,5.39
f:10145,Tradewind Capital,NLD,Amsterdam,Amsterdam,,,0,0,0,0,
f:10146,Enerdigm Ventures,USA,Palo Alto,SF Bay,2009-01-01,2012-10-01,2,1,1,1,3.75
f:1015,Dolphin Equity Partners,USA,New York,New York,2000-02-01,2010-04-19,17,9,0,3,10.21
f:10151,online finance market,unknown,unknown,unknown,,,0,0,0,0,
f:10152,First Generation Capital,unknown,unknown,unknown,2012-11-26,2012-11-26,1,1,0,0,0.0
f:10153,Abele Ventures,unknown,unknown,unknown,2012-11-27,2012-11-27,1,1,0,0,0.0
f:10154,Propeller Venture Accelerator,IRL,Dublin,Dublin,2011-01-01,2012-04-01,4,4,0,1,1.25
f:10155,India Venture Partners,USA,Annapolis,Washington DC,2012-11-28,2013-11-19,2,1,0,0,0.97
f:10156,Carrick Capital Partners,USA,San Francisco,SF Bay,2013-02-06,2013-02-06,1,1,0,2,0.0
f:10158,MP Beteiligungs-GmbH,unknown,unknown,unknown,2012-11-27,2012-11-27,1,1,0,0,0.0
f:10159,Luminor Capital,SGP,unknown,Singapore - Other,2012-11-27,2012-11-27,1,1,0,0,0.0
f:1016,Index Capital,USA,Overland Park,Kansas City,2008-04-21,2008-04-21,1,1,0,0,0.0
f:10160,test12,unknown,unknown,unknown,,,0,0,0,1,
f:10161,fer12,unknown,unknown,unknown,,,0,0,0,1,
f:10162,TEC Ventures,unknown,unknown,unknown,2012-11-05,2013-08-08,2,2,1,0,0.76
f:10163,Maverick Angels,USA,Agoura Hills,Los Angeles,2012-11-05,2012-12-01,2,2,0,1,0.07
f:10164,Rockies Venture Club,USA,Denver,Denver,2013-08-23,2013-08-23,1,1,0,3,0.0
f:10165,Startup Lisboa Tech,PRT,Lisboa,Lisboa,,,0,0,0,1,
f:10166,JustDial.com,IND,Mumbai,Mumbai,,,0,0,0,1,
f:10167,Frontier Investments Group,unknown,unknown,unknown,2012-11-30,2012-11-30,1,1,0,0,0.0
f:10168,Saama Capital,MUS,Ebene,Ebene,2012-11-30,2013-04-01,3,3,1,0,0.33
f:1017,Founder's Co-op,USA,Seattle,Seattle,2008-01-01,2013-05-21,50,42,0,72,5.39
f:10170,UMIP Premier Fund,unknown,unknown,unknown,2012-12-01,2012-12-01,1,1,0,0,0.0
f:10171,Gloryhope Ventures,CHN,Beijing,Beijing,,,0,0,1,0,
f:10172,"smartOne Prepaid, TSYS",USA,Alpharetta,Atlanta,,,0,0,0,1,
f:10173,Satus VC,unknown,unknown,unknown,2012-07-22,2012-11-12,2,2,0,0,0.31
f:10174,RTAventures,POL,Warszawa,Warszawa,2012-12-03,2013-09-05,3,3,1,1,0.76
f:10175,BroadOak Capital Partners,USA,Bethesda,Washington DC,2012-12-04,2012-12-04,1,1,0,1,0.0
f:10176,RSL Venture Partners,unknown,unknown,unknown,2012-12-03,2013-08-21,5,5,0,1,0.71
f:10177,Parallel Frozen Yogurt,unknown,unknown,unknown,,,0,0,0,1,
f:10178,IMR-group,unknown,unknown,unknown,,,0,0,0,1,
f:10179,Geofinance S.,unknown,unknown,unknown,2012-12-04,2012-12-04,1,1,0,0,0.0
f:1018,Digital Garage,JPN,Tokyo,Tokyo,2008-05-01,2013-08-01,23,22,3,17,5.25
f:10180,MC Egypt,EGY,Cairo,Cairo,,,0,0,0,0,
f:10183,web development outsourcing,unknown,unknown,unknown,,,0,0,0,1,
f:10184,WSO,unknown,unknown,unknown,,,0,0,0,1,
f:10185,"Lesmoir-Gordon, Boyle & Co.",GBR,London,London,,,0,0,0,0,
f:10186,Vela Imprese,ITA,Milano,Milano,2010-01-01,2013-10-09,2,2,0,0,3.77
f:10187,Andena Holding,unknown,unknown,unknown,2010-01-01,2013-10-09,2,2,0,0,3.77
f:10188,Bincot,unknown,unknown,unknown,2012-05-01,2013-10-09,3,3,0,0,1.44
f:10189,for; to (do) Ventures,USA,unknown,United States - Other,,,0,0,0,0,
f:1019,Serenda Estonia,unknown,unknown,unknown,2008-04-24,2008-04-24,2,1,0,0,0.0
f:10190,Kriya Connect,USA,Irving,Dallas,,,0,0,0,1,
f:10191,see LinkedIn Profile,unknown,unknown,unknown,,,0,0,0,1,
f:10193,Amigo Loans,GBR,Bournemouth,London,,,0,0,1,3,
f:10195,Vilicus Ventures,USA,Minneapolis,Minneapolis,,,0,0,0,0,
f:10196,Prolific Venture Capital,USA,NY,New York,2008-01-01,2013-11-07,9,9,1,1,5.85
f:10197,Pangea's Edge Holdings,unknown,unknown,unknown,2012-10-31,2013-06-03,2,2,0,0,0.59
f:10198,Red Dot Ventures,SGP,unknown,Singapore - Other,2012-12-06,2013-08-15,5,5,1,0,0.69
f:10199,Hudson Sloane,unknown,unknown,unknown,,,0,0,0,1,
f:102,Catamount Ventures,USA,San Francisco,SF Bay,2004-10-28,2013-10-02,33,21,0,9,8.93
f:1020,Vencore Capital,USA,Lake Oswego,Portland,2007-10-31,2007-10-31,1,1,0,2,0.0
f:10200,Infema,unknown,unknown,unknown,2012-12-09,2012-12-09,1,1,0,0,0.0
f:10201,Health Insight Capital,unknown,unknown,unknown,2012-12-06,2012-12-06,1,1,0,0,0.0
f:10203,Ares Capital Corporation,USA,Los Angeles,Los Angeles,2012-09-30,2013-04-04,2,2,0,2,0.51
f:10204,I'm VC,unknown,unknown,unknown,,,0,0,0,1,
f:10205,Fideilty,unknown,unknown,unknown,2012-06-01,2012-06-01,1,1,0,0,0.0
f:10207,Legal & General,GBR,London,London,2005-10-24,2012-06-01,3,2,0,0,6.6
f:10208,Cazenove,unknown,unknown,unknown,2012-06-01,2012-06-01,1,1,0,1,0.0
f:10209,Digital News Ventures,USA,New York,New York,2012-10-01,2013-04-02,4,4,0,0,0.5
f:1021,New England Development,USA,Newton,Boston,2008-04-24,2008-04-24,1,1,0,3,0.0
f:10210,UAE equity consortium,unknown,unknown,unknown,,,0,0,0,0,
f:10212,Roll Investments,unknown,unknown,unknown,,,0,0,0,1,
f:10215,Travellooga,USA,Ft. Lauderdale,Fort Lauderdale,,,0,0,0,1,
f:10216,Beyond Digital,unknown,unknown,unknown,,,0,0,0,0,
f:10218,Hedgebrook,USA,ASHLAND,Ashland,,,0,0,0,3,
f:10219,Angel Baez Camacho,unknown,unknown,unknown,,,0,0,0,0,
f:1022,Breakaway Ventures,USA,Boston,Boston,2008-04-24,2013-11-21,5,3,0,1,5.58
f:10220,Angel Camacho,ESP,Moron de la Frontera (Seville),unknown,,,0,0,0,0,
f:10221,QuestVC,CHN,Beijing,Beijing,2012-07-13,2012-07-13,1,1,0,3,0.0
f:10222,TMI Holding Corp.,TWN,Taipei,Taipei,2013-01-07,2013-01-07,1,1,0,5,0.0
f:10223,First American Tax Defense,USA,Chicago,Chicago,,,0,0,0,1,
f:10224,Narrow River Management,unknown,unknown,unknown,2012-12-12,2012-12-12,1,1,0,0,0.0
f:10225,"CSU, Chico",USA,Chico,Chico,2012-12-10,2012-12-10,1,1,0,0,0.0
f:10228,Middleland Capital,USA,Washington,Washington DC,2012-10-31,2013-11-04,9,7,0,0,1.01
f:10229,Wonky Ventures,unknown,unknown,unknown,2013-01-01,2013-01-01,1,1,0,0,0.0
f:1023,Mugar Enterprises,USA,Boston,Boston,2008-04-24,2008-04-24,1,1,0,1,0.0
f:10230,Trans-it Capital,USA,Palo Alto,SF Bay,,,0,0,0,1,
f:10231,Startup Minds,USA,West Hollywood,Los Angeles,2012-10-01,2012-12-15,2,2,0,0,0.21
f:10233,Nanabianca,ITA,Florence,Florence,2012-08-01,2012-08-01,1,1,0,3,0.0
f:10234,Georgetown Angels,USA,New York,New York,2012-04-01,2013-05-01,2,2,1,2,1.08
f:10235,ASAP Handyman,unknown,unknown,unknown,,,0,0,0,1,
f:10236,Formula VC,USA,unknown,United States - Other,2013-05-07,2013-05-07,1,1,1,2,0.0
f:10237,stopoverresorts,unknown,unknown,unknown,,,0,0,0,1,
f:10238,Innopolis,unknown,unknown,unknown,2012-11-01,2012-11-01,1,1,0,1,0.0
f:1024,Fisher Investments,USA,Woodside,SF Bay,2004-07-01,2004-07-01,1,1,3,8,0.0
f:10240,Sparkbox Ventures,NZL,Auckland Central,Auckland Central,2012-12-18,2012-12-18,1,1,0,1,0.0
f:10241,Savitr Capital,USA,San Francisco,SF Bay,2012-12-17,2012-12-17,1,1,0,0,0.0
f:10243,Medina Capital,USA,Miami,Miami,2012-12-19,2013-09-12,5,4,0,0,0.73
f:10247,TNF Ventures,SGP,Singapore,Singapore,2012-12-14,2013-05-16,4,4,0,1,0.42
f:10249,TDVF Investments,unknown,unknown,unknown,2012-05-10,2012-05-10,1,1,0,0,0.0
f:1025,Magnolia Capital,ISR,Tel Aviv,Tel Aviv,,,0,0,0,4,
f:10250,LMG-industri,unknown,unknown,unknown,2012-12-01,2012-12-01,1,1,0,0,0.0
f:10251,Colleen Pollock,unknown,unknown,unknown,,,0,0,0,1,
f:10252,Heather Jackson,unknown,unknown,unknown,,,0,0,0,1,
f:10253,Allison Ferguson,unknown,unknown,unknown,,,0,0,0,1,
f:10254,Shannon Archer,unknown,unknown,unknown,,,0,0,0,1,
f:10255,Kayla Shorter,unknown,unknown,unknown,,,0,0,0,1,
f:10256,Charlie Pollock,unknown,unknown,unknown,,,0,0,0,1,
f:10257,Monash Private Capital,AUS,Sydney,Sydney,2012-12-17,2012-12-17,1,1,0,0,0.0
f:10258,OurCrowd,ISR,Jerusalem,Jerusalem,2012-10-14,2013-08-01,19,19,1,30,0.8
f:10259,Bedrocket Media Ventures,USA,New York,New York,2012-06-19,2013-05-08,2,2,1,1,0.88
f:1026,Prime Capital,USA,Tucson,Tucson,2008-01-28,2008-01-28,1,1,0,0,0.0
f:10260,iVentureCapital,DEU,Hamburg,Hamburg,2012-12-19,2013-05-07,2,2,1,0,0.38
f:10261,Delta-V Capital,USA,Denver,Denver,2012-12-20,2012-12-20,1,1,0,1,0.0
f:10262,Queensland Investment Corporation,unknown,unknown,unknown,2012-12-20,2012-12-20,1,1,0,0,0.0
f:10263,NY venture fund,unknown,unknown,unknown,2012-12-20,2012-12-20,1,1,0,0,0.0
f:10264,Practica Capital,LTU,Vilnius,Vilnius,2012-12-21,2013-10-23,8,5,0,1,0.84
f:10265,The Social Internet Fund,unknown,unknown,unknown,2012-11-19,2013-11-22,4,4,0,1,1.01
f:10266,Downey Ventures,unknown,unknown,unknown,2012-12-22,2012-12-22,1,1,0,0,0.0
f:10269,"In the new collection beautiful canvas prints allocated and we can choose the most romantic design for bedroom walls, there is a special piece of artwork described as Love Island canvas prints for improved house decoration and the color combination of the",unknown,unknown,unknown,,,0,0,0,0,
f:10270,KBC Peel Hunt,unknown,unknown,unknown,,,0,0,0,1,
f:10271,Stephane Touboul LLC,unknown,unknown,unknown,,,0,0,0,1,
f:10272,Crown Capital Partners,CAN,"Toronto, ON",Toronto,,,0,0,0,0,
f:10273,VoiVoda Ventures,USA,San Francisco,SF Bay,2013-02-10,2013-04-01,4,4,3,7,0.14
f:10274,http://galaxyphotoz.com,unknown,unknown,unknown,,,0,0,0,1,
f:10275,http://www.leanneferguson.ca/,unknown,unknown,unknown,,,0,0,0,1,
f:10276,Saban Capital Group,USA,Los Angeles,Los Angeles,2013-08-01,2013-08-01,1,1,0,4,0.0
f:10277,Ely Sakhai Art&Design,unknown,unknown,unknown,,,0,0,0,1,
f:10278,Braincapital,unknown,unknown,unknown,,,0,0,0,0,
f:10279,VERT Investment Group,USA,Houston,Houston,,,0,0,0,1,
f:1028,Qualcomm Ventures,USA,San Diego,San Diego,2000-04-05,2013-12-11,97,72,0,59,13.68
f:10286,Northwest Georgia Bank,USA,Ringgold,Ringgold,2003-01-01,2003-01-01,1,1,0,0,0.0
f:10287,Rothschild R Capital,GBR,Birmingham,Birmingham,2010-09-29,2010-09-29,1,1,0,0,0.0
f:10289,Tony Stinsa,unknown,unknown,unknown,,,0,0,0,1,
f:10296,AGIRE,ITA,Roma,Roma,2012-08-01,2012-08-01,1,1,0,0,0.0
f:10299,Topping Capital,unknown,unknown,unknown,2012-12-31,2012-12-31,1,1,0,0,0.0
f:1030,W Media Ventures,CAN,Vancouver,Vancouver,2006-01-01,2011-12-01,10,10,0,1,5.91
f:10301,Colt Ventures,USA,Dallas,Dallas,2012-12-31,2012-12-31,1,1,0,0,0.0
f:10303,CalCon Mutual,USA,Garden City,Garden City,,,0,0,0,1,
f:10304,TriVentures,ISR,Herzliya,Herzliya,2013-01-03,2013-09-23,2,2,0,0,0.72
f:10305,XT Investments,unknown,unknown,unknown,2013-01-03,2013-11-12,2,2,0,0,0.86
f:10306,Brightstone Venture Capital,unknown,unknown,unknown,,,0,0,0,0,
f:10307,Launchgarage,PHL,Quezon City,Quezon City,,,0,0,2,2,
f:10308,Berman Venture Capital,USA,Rockville,Washington DC,2013-04-10,2013-04-10,1,1,0,0,0.0
f:10309,AshHill Pharmaceutical Investments,unknown,unknown,unknown,2013-01-04,2013-01-04,1,1,0,0,0.0
f:1031,Tudor Growth Equity,USA,Boston,Boston,2005-01-01,2011-09-19,19,15,0,7,6.71
f:10310,Positive Stocks,unknown,unknown,unknown,,,0,0,0,1,
f:10311,eStockz,unknown,unknown,unknown,,,0,0,0,1,
f:10313,Irving Place Capital,USA,New York,New York,2013-01-04,2013-01-04,1,1,0,0,0.0
f:10314,"Aviall India, The Boeing Company",CHN,Beijing,Beijing,,,0,0,0,1,
f:10316,"Client Security Fund, Nevada State Bar",USA,Las Vegas,Las Vegas,,,0,0,0,1,
f:10317,American Association for Justice,USA,Washington,Washington DC,,,0,0,0,1,
f:10318,American Bar Association,USA,Chicago,Chicago,,,0,0,0,4,
f:10319,National Association of Criminal Defense Lawyers,USA,Washington,Washington DC,,,0,0,0,1,
f:1032,Time Warner Investments,USA,New York,New York,2005-03-02,2013-08-13,32,25,2,17,8.45
f:10320,SlickText.com,unknown,unknown,unknown,,,0,0,0,1,
f:10321,CyclingUnderground.com,unknown,unknown,unknown,,,0,0,0,1,
f:10325,W7 Brazil Capital,BRA,São Paulo,Sao Paulo,2013-01-07,2013-03-14,2,2,4,4,0.18
f:10327,iAdam Ventures,unknown,unknown,unknown,,,0,0,0,1,
f:1033,Helion Venture Partners,MUS,Port Louis,Port Louis,2006-12-14,2013-10-24,36,23,2,11,6.86
f:10330,WIT Accelerate Program,unknown,unknown,unknown,2012-07-28,2012-07-28,1,1,0,0,0.0
f:10331,Ti23,GBR,unknown,United Kingdom - Other,2012-01-15,2012-01-15,1,1,0,1,0.0
f:10332,NDI Healthcare Fund,unknown,unknown,unknown,2013-01-08,2013-01-08,1,1,0,0,0.0
f:10333,Public Square Partners,unknown,unknown,unknown,2013-01-08,2013-01-08,1,1,0,0,0.0
f:10334,Gemini Investors,USA,Wellesley,Boston,2013-01-08,2013-06-13,3,2,0,0,0.43
f:10336,Incubate Fund,unknown,unknown,unknown,2012-05-22,2013-12-04,7,6,0,0,1.54
