finOrg_id,name,country_code,city,region,first_investment_at,last_investment_at,investment_rounds,invested_companies,milestones,relationships,years_invested
f:9126,Greater Houston Partnership,USA,Houston,Houston,,,0,0,0,1,
f:9127,Houston Grand Opera,USA,Houston,Houston,,,0,0,0,1,
f:9129,Penera Blue Cross,unknown,unknown,unknown,,,0,0,0,0,
f:913,UCSD vonLiebig Center,USA,La Jolla,San Diego,2008-01-01,2008-01-01,1,1,0,4,0.0
f:9130,Blue Cross,unknown,unknown,unknown,2012-05-09,2013-04-01,2,1,0,0,0.9
f:9131,Blue Shield of Nebraska,unknown,unknown,unknown,2012-05-09,2013-04-01,2,1,0,0,0.9
f:9132,New Dominion Angels,unknown,unknown,unknown,2010-05-16,2013-03-18,7,4,0,0,2.84
f:9133,Relevance Capital,USA,Tullahoma,Tullahoma,2012-05-10,2012-07-18,2,2,0,0,0.19
f:9134,CigaretteCoupon5.com,unknown,unknown,unknown,,,0,0,0,1,
f:9135,Insight Ventura Partners,unknown,unknown,unknown,,,0,0,0,0,
f:9136,Aeris Partners,USA,Cambridge,Boston,,,0,0,0,1,
f:9138,Fouriertransform,unknown,unknown,unknown,2012-05-10,2013-03-13,3,3,0,0,0.84
f:9139,Efficient Corporate,unknown,unknown,unknown,2012-05-10,2012-05-10,1,1,0,0,0.0
f:9141,KI Investment Holdings,USA,San Diego,San Diego,2012-05-11,2013-09-22,3,2,0,0,1.37
f:9143,Stanford University Venture Fund,unknown,unknown,unknown,2011-12-10,2011-12-10,1,1,0,0,0.0
f:9144,John SMith,unknown,unknown,unknown,,,0,0,0,1,
f:9145,Hope Funds and others,unknown,unknown,unknown,2012-05-01,2012-05-01,1,1,0,0,0.0
f:9148,Ekstranda,unknown,unknown,unknown,2012-05-14,2012-05-14,1,1,0,0,0.0
f:9149,JP Ventures,unknown,unknown,unknown,2012-05-13,2012-05-13,1,1,0,0,0.0
f:915,Qatalyst Partners,USA,San Francisco,SF Bay,,,0,0,2,15,
f:9150,RUSNANO Capital,RUS,Moscow,Moscow,2012-05-14,2012-09-14,2,2,3,1,0.34
f:9151,Barken Holdings LLC,USA,Charlotte,Charlotte,,,0,0,0,1,
f:9153,AVC,unknown,unknown,unknown,2011-09-02,2011-09-02,1,1,0,0,0.0
f:9159,Register Website,unknown,unknown,unknown,,,0,0,0,1,
f:916,GCA Savvian Advisors,USA,San Francisco,SF Bay,,,0,0,1,5,
f:9160,Website Domain Name,unknown,unknown,unknown,,,0,0,0,1,
f:9161,Topspin LBO,USA,Roslyn Heights,Roslyn Heights,2012-05-11,2012-05-11,1,1,0,0,0.0
f:9163,Mantella Venture Partners,CAN,Toronto,Toronto,2012-07-09,2012-11-21,2,2,0,3,0.37
f:9164,"MSP-USA, INC",unknown,unknown,unknown,,,0,0,0,1,
f:9165,Auriga Ve,unknown,unknown,unknown,2012-05-15,2012-05-15,1,1,0,0,0.0
f:9166,Auster Capital Partners,USA,Jersey City,New York,2012-05-15,2012-05-15,1,1,0,2,0.0
f:9169,Angel CoFund,GBR,Sheffield,Sheffield,2011-10-25,2013-12-09,28,26,1,1,2.12
f:917,Union Square Advisors,USA,San Francisco,SF Bay,,,0,0,0,7,
f:9172,Liberation Capital,unknown,unknown,unknown,2012-05-16,2013-06-11,2,1,0,2,1.07
f:9173,venture capitals,unknown,unknown,unknown,2013-05-30,2013-08-12,7,7,0,1,0.2
f:9174,Boynton Angels,USA,Westborough,Boston,2012-05-17,2012-05-17,1,1,0,0,0.0
f:9175,Northeast Angels,unknown,unknown,unknown,2012-05-17,2012-12-04,2,2,0,0,0.55
f:9177,RebateArmy,unknown,unknown,unknown,,,0,0,0,0,
f:9182,Trinity Hunt Partners,USA,Dallas,Dallas,2012-05-18,2012-05-18,1,1,0,2,0.0
f:9183,FireStarter Fund,USA,Chicago,Chicago,2012-03-12,2013-07-19,9,8,0,4,1.35
f:9186,Polsky Holdings,unknown,unknown,unknown,2011-12-19,2011-12-19,1,1,0,0,0.0
f:9187,Illinois Invest Venture Fund,unknown,unknown,unknown,2011-12-19,2011-12-19,1,1,0,0,0.0
f:9188,Government of Singapore Investment Corporation (GIC),SGP,Singapore,Singapore,,,0,0,0,1,
f:9189,CAP Vista,SGP,Singapore,Singapore,,,0,0,0,4,
f:919,Clearmeadow Partners,unknown,unknown,unknown,2008-03-19,2008-03-19,1,1,0,0,0.0
f:9193,Ballpark Ventures,GBR,London,London,2011-01-01,2013-11-21,7,7,0,1,2.89
f:9199,Brightline Ventures,unknown,unknown,unknown,2012-05-21,2012-05-21,1,1,0,0,0.0
f:92,Pinnacle Ventures,USA,Menlo Park,SF Bay,2005-12-19,2013-12-03,52,35,0,17,7.96
f:920,Divine Capital Markets,USA,New York,New York,,,0,0,0,4,
f:9200,ALSTIN,DEU,D-30175,unknown,2012-04-01,2012-05-21,2,2,0,0,0.14
f:9201,The Crowd Angel,ESP,Barcelona,Barcelona,2012-05-15,2013-09-23,3,3,1,0,1.36
f:9202,"NTEN, Nonprofit Technology Enterprise Network",USA,Portland,Portland,,,0,0,0,1,
f:9203,Catalunya Bank,unknown,unknown,unknown,2012-01-02,2012-01-02,1,1,0,0,0.0
f:9204,Expansion Venture Capital,USA,New York,New York,2002-01-01,2013-10-17,30,27,0,2,11.79
f:9207,Citizens Bank and Trust Company,USA,Van Buren,unknown,,,0,0,0,1,
f:921,Blue Mountain Venture Capital,USA,Dublin,SF Bay,,,0,0,0,0,
f:9210,RGL Holdings Ltd.,unknown,unknown,unknown,2012-06-01,2012-06-01,1,1,0,0,0.0
f:9215,Ashby Point Capital,USA,Arnold,Washington DC,2009-03-17,2009-03-17,1,1,0,1,0.0
f:9216,AG B,USA,New York,New York,2001-01-01,2001-01-01,1,1,0,1,0.0
f:922,Toscafund Asset Management,GBR,London,London,2008-03-20,2008-03-20,1,1,0,0,0.0
f:9223,Atlante Ventures Mezzogiorno,unknown,unknown,unknown,2012-05-25,2013-07-30,5,4,0,0,1.18
f:9224,Think Big Partners,USA,Kansas City,Kansas City,2012-05-25,2013-11-19,4,2,0,1,1.49
f:9225,Faraday Venture Partners,ESP,Madrid,Madrid,2012-05-25,2013-11-06,5,5,1,0,1.45
f:9226,PADEInvest,unknown,unknown,unknown,2012-05-25,2012-10-10,2,2,0,0,0.38
f:9227,Standard Chartered Bank,GBR,London,London,,,0,0,0,15,
f:9228,XYX,unknown,unknown,unknown,,,0,0,0,1,
f:9229,Oceaf,USA,Ogden,Salt Lake City,,,0,0,0,1,
f:923,Blue Mountain Capital Management,USA,New York,New York,2008-03-20,2008-03-20,1,1,0,0,0.0
f:9236,Republic  Bank,USA,Hudson,Tampa,,,0,0,0,1,
f:924,Imari Partners,USA,Hillsborough,SF Bay,,,0,0,0,2,
f:9243,Leta Capital,RUS,Moscow,Moscow,2012-01-01,2013-10-10,9,8,1,2,1.77
f:9244,http://www.crunchbase.com/financial-organization/golden-seeds,unknown,unknown,unknown,,,0,0,0,0,
f:9246,http://bakedbins.com,IND,Pune,Pune,,,0,0,0,1,
f:9247,Inception Micro Angel Fund-Charlotte,unknown,unknown,unknown,2012-05-30,2012-05-30,1,1,0,0,0.0
f:9248,Piedmont Angel Network,USA,Winston-Salem,Winston Salem,2012-05-30,2012-05-30,1,1,0,0,0.0
f:9249,KupimVmeste,RUS,Moscow,Moscow,,,0,0,0,3,
f:925,Youniversity Ventures,USA,Palo Alto,SF Bay,2008-11-01,2010-11-10,4,2,0,3,2.02
f:9250,Sator Private Equity Fund,ITA,Rome,Rome,2012-05-30,2012-05-30,1,1,0,0,0.0
f:9252,Wadi Ventures,ISR,Tel Aviv,Tel Aviv,2013-05-24,2013-12-02,5,5,2,3,0.53
f:9253,ING Corporate Investments,BEL,Brussel,Brussel,2012-05-31,2012-05-31,1,1,0,0,0.0
f:9254,Breedinvest,unknown,unknown,unknown,2012-05-31,2012-05-31,1,1,0,0,0.0
f:9255,"NAB Investments, LLC",unknown,unknown,unknown,2011-07-01,2011-07-01,1,1,0,0,0.0
f:9256,Digital Catalyst Fund,unknown,unknown,unknown,,,0,0,0,2,
f:9257,Capital Point,unknown,unknown,unknown,2011-02-01,2011-02-01,1,1,0,1,0.0
f:9258,http://www.iamscottnash.com/,unknown,unknown,unknown,,,0,0,0,1,
f:9259,Aldrich Ventures,unknown,unknown,unknown,,,0,0,0,0,
f:926,Marin Venture Capital,USA,Greenbrae,SF Bay,2007-08-29,2007-08-29,1,1,0,0,0.0
f:9265,Redmile Group,USA,San Francisco,SF Bay,2012-06-04,2013-12-10,6,5,0,0,1.52
f:9268,RenewableTech Ventures,CAN,"Cardston, Alberta",Cardston,,,0,0,2,4,
f:9269,Vintage Partners,USA,Greenwood Village,Denver,2012-06-05,2012-07-06,2,2,0,0,0.08
f:927,i-Hatch Ventures,USA,New York,New York,2000-08-22,2012-06-21,9,7,0,2,11.83
f:9270,LBO Enterprises,unknown,unknown,unknown,2012-06-05,2012-06-05,1,1,0,0,0.0
f:9271,Global Equities Corporate Finance,FRA,Paris,Paris,,,0,0,2,6,
f:9272,Bregal Sagemount,USA,New York,New York,2012-08-07,2013-10-16,5,5,2,6,1.19
f:9273,Capital Innovators,USA,St. Louis,Saint Louis,2011-09-01,2013-11-11,28,27,3,10,2.2
f:9275,Horizon Angels LLC,unknown,unknown,unknown,2011-12-27,2011-12-27,1,1,0,0,0.0
f:9276,Madison Capital Funding,USA,Chicago,Chicago,2012-06-07,2012-06-07,1,1,0,0,0.0
f:9277,GCP Capital Partners,USA,New York,New York,2010-07-01,2012-06-07,3,2,0,2,1.94
f:9279,PG Ventures,unknown,unknown,unknown,2012-06-07,2012-06-07,1,1,0,0,0.0
f:928,WGI Fund,unknown,unknown,unknown,2007-09-01,2011-03-14,2,2,2,0,3.53
f:9281,Monument Capital Group,USA,Washington,Washington DC,2012-06-06,2012-06-06,1,1,0,0,0.0
f:9282,World Alliance Records,USA,New York,New York,,,0,0,0,1,
f:9283,Investment AB Kinnevik,SWE,Stockholm,Stockholm,2012-06-08,2013-11-05,4,4,4,0,1.41
f:9284,Birchmere Labs,USA,Palo Alto,SF Bay,2012-07-08,2013-01-31,2,2,1,1,0.57
f:9286,KTB Capital,unknown,unknown,unknown,2012-06-08,2012-06-08,1,1,0,0,0.0
f:9289,Kreditanstalt fuer Wideraufbau Bankengruppe,unknown,unknown,unknown,,,0,0,0,1,
f:929,Prime Ventures,NLD,Amsterdam,Amsterdam,2005-02-07,2013-10-17,23,18,0,15,8.69
f:9290,club tablero de comando,ARG,Buenos Aires,Buenos Aires,,,0,0,0,1,
f:9291,venturecapital.de,DEU,Frankfurt am Main,Frankfurt,2012-06-11,2013-07-22,3,2,0,4,1.11
f:9292,Advance Publication,unknown,unknown,unknown,2012-06-11,2013-07-25,2,2,0,0,1.12
f:9293,CIT Gap,USA,Herndon,Washington DC,,,0,0,0,0,
f:9295,Gerens Capital,CHL,Santiago,Santiago,2012-06-11,2012-06-11,1,1,0,3,0.0
f:9297,Covington Funds,CAN,"Toronto, Ontario",Toronto,1999-01-01,2013-04-17,4,4,0,2,14.29
f:93,PAR Capital Management,USA,Boston,Boston,2006-01-23,2012-06-11,9,7,0,7,6.38
f:930,Granicus Group,unknown,unknown,unknown,,,0,0,0,1,
f:9301,New Schools Ventures,USA,Oakland,SF Bay,2011-10-17,2013-10-08,3,3,0,0,1.98
f:9302,Marker,USA,New York,New York,2011-10-19,2013-11-26,13,11,0,0,2.11
f:9303,WGI Group,unknown,unknown,unknown,2012-06-12,2013-12-03,5,5,0,3,1.48
f:9304,Norwest Equity Partners,USA,Minneapolis,Minneapolis,2012-06-12,2012-06-12,1,1,2,0,0.0
f:9307,ActiveQuote,GBR,Cardiff,Cardiff,,,0,0,0,1,
f:9308,StartItSmart,BGR,Sofia,Sofia,2012-05-14,2012-05-14,1,1,0,0,0.0
f:9309,AlphaCasual Productions,unknown,unknown,unknown,,,0,0,0,1,
f:9315,cbc,unknown,unknown,unknown,,,0,0,0,1,
f:9316,Akkadian Ventures,USA,San Francisco,SF Bay,,,0,0,1,4,
f:9318,SEB Private Equity,unknown,unknown,unknown,2012-06-15,2013-06-13,2,2,0,0,0.99
f:9319,e42 Ventures,unknown,unknown,unknown,2012-06-15,2012-06-15,1,1,0,3,0.0
f:932,Sutton Place Managers,unknown,unknown,unknown,2008-01-01,2008-01-01,1,1,0,0,0.0
f:9321,Grishin Robotics,USA,New York,New York,2012-09-21,2013-07-11,5,5,3,1,0.8
f:9323,Canada media fund,CAN,East Toronto,unknown,2011-06-01,2013-08-15,4,4,0,0,2.21
f:9324,VF Venture,DNK,Hellerup,Hellerup,2012-04-01,2012-04-01,1,1,0,0,0.0
f:9325,TMT,unknown,unknown,unknown,2011-08-04,2012-10-05,2,2,0,2,1.17
f:9326,Telstra Ventures (AVG),AUS,"Sydney, NSW",Sydney,2012-06-18,2013-12-11,3,2,1,0,1.48
f:9327,Ayala Capital,unknown,unknown,unknown,2012-06-17,2012-06-17,1,1,0,0,0.0
f:9328,ICCP Venture Partners,PHL,Makati City,Makati City,,,0,0,0,0,
f:933,KCP Capital,ARE,unknown,United Arab Emirates - Other,2008-03-01,2008-05-08,3,2,4,3,0.19
f:9330,Geary LSF Group Inc.,USA,San Francisco,SF Bay,,,0,0,2,8,
f:9333,invemax,POL,Sopot,Sopot,,,0,0,0,1,
f:9335,Thomson Ventures,USA,Redwood City,SF Bay,,,0,0,0,0,
f:9336,Tran Ventures,unknown,unknown,unknown,2012-06-19,2012-06-19,1,1,0,0,0.0
f:9338,Karsilastir.com,unknown,unknown,unknown,,,0,0,0,0,
f:9339,ACT Capital Advisors,USA,Bellevue,Seattle,,,0,0,0,1,
f:934,Gilde IT Fund,NLD,Utrecht,Utrecht,2006-11-01,2009-06-23,5,4,0,11,2.64
f:9340,Zynik Capital Corp.,CAN,Vancouver,Vancouver,,,0,0,0,1,
f:9341,WebFund,NZL,Wellington,Wellington,2010-02-01,2012-02-01,2,1,0,1,2.0
f:9342,HyperStart,unknown,unknown,unknown,,,0,0,0,1,
f:9343,AngelHQ,NZL,Wellington,Wellington,2012-02-01,2012-02-01,1,1,0,2,0.0
f:9345,Innovation Investment Fund,AUS,Perth,Perth,,,0,0,0,1,
f:9347,Innogest Capital,unknown,unknown,unknown,2013-02-25,2013-09-01,2,2,0,0,0.51
f:9348,Inter Digital Marketing,IND,Gurgaon,Gurgaon,,,0,0,0,1,
f:9349,Alphamundi,CHE,Zurich,Zurich,2012-01-01,2012-01-01,1,1,0,0,0.0
f:935,Technology Venture Partners US,USA,Minneapolis,Minneapolis,2007-05-01,2007-05-01,1,1,0,3,0.0
f:9350,Troika Ventures,RUS,Moscow,Moscow,2009-09-09,2013-03-13,5,5,1,0,3.51
f:9352,Asset Management Ventures,USA,Palo Alto,SF Bay,2009-06-23,2013-12-10,16,12,2,7,4.47
f:9353,The W Fund,USA,Seattle,Seattle,,,0,0,0,1,
f:9356,Beanstream Internet Commece,unknown,unknown,unknown,,,0,0,0,1,
f:9357,Instapccare,unknown,unknown,unknown,,,0,0,2,1,
f:9359,Data Collective,USA,San Francisco,SF Bay,2011-05-04,2013-11-12,62,54,1,5,2.53
f:936,Alfred P. Sloan Foundation,USA,New York,New York,2012-01-19,2012-01-19,1,1,0,0,0.0
f:9360,Galvanize,USA,Denver,Denver,2012-06-01,2012-06-01,1,1,1,4,0.0
f:9361,Rutherford Innovation Fund,unknown,unknown,unknown,2010-12-01,2010-12-01,1,1,0,0,0.0
f:9362,Vardhan Group,IND,Mumbai,Mumbai,,,0,0,0,0,
f:9363,Emergo Ventures,CYP,Nicosia,Nicosia,,,0,0,0,0,
f:9364,Thunderbird Angel Network,USA,Phoenix,Phoenix,,,0,0,0,3,
f:9367,Tenex Capital Management,USA,New York,New York,2012-06-26,2012-06-26,1,1,0,0,0.0
f:9368,HolbergFondene,NOR,Bergen,Bergen,2010-05-01,2010-05-01,1,1,0,0,0.0
f:9369,Farrah Gray Publishing,unknown,unknown,unknown,,,0,0,0,1,
f:937,TPG Growth,USA,San Francisco,SF Bay,2006-10-12,2013-10-10,27,20,3,103,7.0
f:9370,SEOFreelancing.com,IND,Bangalore,Bangalore,,,0,0,0,1,
f:9371,Huron River Ventures,USA,Ann Arbor,Detroit,2010-11-10,2013-09-16,6,4,2,0,2.85
f:9372,Amiro Capital,USA,Redwood City,SF Bay,,,0,0,0,1,
f:9373,Vianovo Ventures,USA,AUSTIN,Austin,2012-06-26,2012-06-26,1,1,0,0,0.0
f:9374,OReilly AlphaTech Ventures,USA,San Francisco,SF Bay,2012-01-01,2013-11-20,7,7,0,3,1.89
f:9377,Kae Capital,IND,Mumbai,Mumbai,2012-06-26,2013-12-02,9,8,1,0,1.43
f:9378,Greenoaks Capital Management,unknown,unknown,unknown,2012-03-01,2013-02-28,3,3,0,2,1.0
f:9379,MyFirstCheque,unknown,unknown,unknown,2012-06-26,2012-06-26,1,1,0,0,0.0
f:9380,Ideosource,IDN,Jakarta,Jakarta,2011-08-01,2012-04-01,2,2,1,5,0.67
f:9381,Pennstro Ventures,unknown,unknown,unknown,2012-04-01,2013-03-13,2,1,0,0,0.95
f:9382,Costanoa Venture Capital,USA,Palo Alto,SF Bay,2009-10-16,2013-10-08,15,11,0,3,3.98
f:9383,Nebraska Angel Network,USA,Lincoln,Omaha,2012-06-27,2013-05-13,4,4,0,0,0.88
f:9385,Sagamore Investments,USA,San Francisco,SF Bay,2012-06-26,2012-06-26,1,1,0,0,0.0
f:9386,Wren Capital,GBR,London,London,2012-06-28,2013-09-12,3,3,0,0,1.21
f:9387,Ghost Angel,unknown,unknown,unknown,2012-06-28,2012-06-28,1,1,1,0,0.0
f:9389,GrandSlam Alley,USA,Troy,Troy,,,0,0,0,3,
f:939,NCD Investors,unknown,unknown,unknown,2007-09-04,2011-03-08,2,2,2,0,3.51
f:9390,Valor Capital Group,USA,New York,New York,2012-03-01,2013-03-01,8,7,3,5,1.0
f:9391,Changyou Fund,unknown,unknown,unknown,2013-04-18,2013-04-18,1,1,0,0,0.0
f:9392,BlueTree Allied Angels,USA,Wexford,Pittsburg,2011-04-18,2012-06-28,2,2,0,0,1.2
f:9396,Proxima mobile,unknown,unknown,unknown,2011-03-01,2011-03-01,1,1,0,0,0.0
f:9398,Seaside 88,unknown,unknown,unknown,2012-06-29,2012-06-29,1,1,0,0,0.0
f:9399,1809466 Ontario Inc,unknown,unknown,unknown,,,0,0,0,0,
f:94,Lightspeed Venture Partners,USA,Menlo Park,SF Bay,2005-02-01,2013-12-10,282,162,0,48,8.85
f:940,Eurofund,ISR,Tel Aviv,Tel Aviv,2005-01-10,2011-01-26,7,5,0,0,6.04
f:9402,Supremum Capital,GBR,London,London,2012-10-25,2012-10-25,1,1,1,1,0.0
f:9405,Siemens Mobile Acceleration,unknown,unknown,unknown,,,0,0,0,2,
f:9407,BBVA New Ventures,unknown,unknown,unknown,,,0,0,0,1,
f:9408,The Yoshimitsu Katayama Holding Company,unknown,unknown,unknown,,,0,0,1,0,
f:941,Aviv Venture Capital,ISR,Petach Tikva,Petach - Tikva,2005-01-10,2013-12-09,8,7,0,2,8.91
f:9411,Xplorer Capital,unknown,unknown,unknown,,,0,0,0,3,
f:9412,Harvest Growth Capital,USA,San Francisco,SF Bay,,,0,0,0,1,
f:9413,Circle P Capital,USA,Boulder,Denver,2012-01-12,2012-01-12,1,1,0,1,0.0
f:9414,ECM Equity Capital,DEU,Frankfurt,Frankfurt,,,0,0,0,0,
f:9416,test111000,unknown,unknown,unknown,,,0,0,0,1,
f:9417,Springboard Angels,unknown,unknown,unknown,2012-03-19,2012-03-19,1,1,0,0,0.0
f:9418,English Septic,USA,Bridgeton,Bridgeton,,,0,0,0,1,
f:9419,Roark Capital Group,USA,Atlanta,Atlanta,,,0,0,0,3,
f:9420,Dunn's Foundation for the Advancement of Right Thinking,unknown,unknown,unknown,2012-04-10,2012-04-10,1,1,0,0,0.0
f:9421,Financial,unknown,unknown,unknown,,,0,0,0,1,
f:9423,Jonathan Swerdlin,unknown,unknown,unknown,,,0,0,0,1,
f:9427,Aduro Advisors,USA,San Francisco,SF Bay,,,0,0,0,1,
f:9428,Spark Ann Arbor,USA,Ann Arbor,Detroit,2012-06-06,2012-06-06,1,1,0,0,0.0
f:943,TXCapital,CHN,unknown,China - Other,,,0,0,0,5,
f:9430,DoubleRock,USA,Menlo Park,SF Bay,2012-07-09,2013-01-22,2,2,0,3,0.54
f:9434,New Times Group,HKG,Kowloon,Kowloon,2012-07-09,2012-07-09,1,1,0,0,0.0
f:9437,na - do not include,unknown,unknown,unknown,,,0,0,0,1,
f:9438,Jackson Partners,unknown,unknown,unknown,,,0,0,0,1,
f:9439,Cane Investments LLC,USA,irvington,Irvington,2012-07-10,2012-07-10,1,1,0,0,0.0
f:944,Pilot House Ventures,USA,Boston,Boston,2001-02-26,2011-09-20,18,12,0,4,10.56
f:9440,Catamaran Ventures,unknown,unknown,unknown,2011-01-01,2013-05-20,4,2,0,0,2.38
f:9441,Keller Enterprises,unknown,unknown,unknown,2012-07-10,2012-07-10,1,1,0,0,0.0
f:9442,Amcref Community Capital,USA,New Orleans,New Orleans,2012-07-10,2012-07-10,1,1,0,0,0.0
f:9443,Bibby Financial Services,USA,Kennesaw,Atlanta,2012-07-10,2012-07-10,1,1,0,0,0.0
f:9444,China Bank of Communications,CHN,Shanghai,Shanghai,2012-07-10,2012-07-10,1,1,0,1,0.0
f:9445,819 Capital,USA,San Francisco,SF Bay,2012-07-06,2013-11-19,3,3,2,2,1.37
f:9447,Daher Capital,LBN,Beirut Central District,unknown,2012-07-11,2013-12-11,12,9,1,1,1.42
f:9448,seo company Delhi,unknown,unknown,unknown,,,0,0,0,1,
f:9449,SEO company Mumbai,unknown,unknown,unknown,,,0,0,0,1,
f:945,TVM Capital,DEU,Munich,Munich,2004-01-01,2013-08-06,53,34,1,19,9.6
f:9450,SEO company Chennai,unknown,unknown,unknown,,,0,0,0,1,
f:9451,Graph Ventures,unknown,unknown,unknown,2012-07-12,2013-12-11,8,8,0,0,1.42
f:9452,Tamiami Angel Fund,USA,Naples,Naples,2012-05-16,2013-06-03,2,1,0,0,1.05
f:9457,Analytics Ventures,USA,Rancho Santa Fe,San Diego,2013-03-06,2013-09-22,2,2,0,1,0.55
f:9458,Groupe du Louvre,FRA,La Défense Cedex,La Défense Cedex,2012-07-12,2012-07-12,1,1,0,0,0.0
f:9459,Astor Capital Group,RUS,Moscow,Moscow,2012-07-12,2012-11-27,2,2,0,1,0.38
f:9460,Rex Health Ventures,USA,Raleigh,Raleigh-Durham,2012-07-12,2012-07-12,1,1,0,0,0.0
f:9461,Prolitech Corp,TWN,Taipei,Taipei,,,0,0,0,0,
f:9462,Halisol,unknown,unknown,unknown,2012-07-10,2012-07-10,1,1,0,0,0.0
f:9463,Procuritas,SWE,STOCKHOLM,Stockholm,,,0,0,0,0,
f:9464,IAC/Pronto,unknown,unknown,unknown,,,0,0,0,3,
f:9466,Holtzbrinck Ventures,DEU,Munich,Munich,2011-06-01,2013-09-30,13,12,0,1,2.33
f:9467,Rose Park Advisors,USA,Boston,Boston,2012-05-31,2013-10-02,5,4,0,4,1.34
f:9468,Various Angels,unknown,unknown,unknown,2009-01-01,2013-05-22,3,3,0,0,4.39
f:9469,Integer Ventures,ISR,Tel Aviv,Tel Aviv,,,0,0,0,1,
f:947,CIM Fund,FIN,Helsinki,Helsinki,2004-05-13,2004-05-13,1,1,0,3,0.0
f:9470,Doclea Capital,unknown,unknown,unknown,,,0,0,0,1,
f:9471,Ronald gilman,unknown,unknown,unknown,,,0,0,0,0,
f:9472,Huli Capital Management,USA,Miami Beach,Miami,,,0,0,0,0,
f:9473,Global Accounting Services,unknown,unknown,unknown,,,0,0,0,1,
f:9475,Jim Nunn,unknown,unknown,unknown,,,0,0,0,0,
f:9476,AngelVision Investors,unknown,unknown,unknown,2012-07-16,2012-07-16,1,1,0,7,0.0
f:9477,Sirona Advisors,unknown,unknown,unknown,,,0,0,0,2,
f:9479,Warner Hill Angels,unknown,unknown,unknown,2012-07-16,2012-07-16,1,1,0,0,0.0
f:9480,Talis Capital,GBR,London,London,2013-01-03,2013-01-03,1,1,0,7,0.0
f:9481,Cantora,USA,NY,New York,2012-07-16,2012-07-16,1,1,1,3,0.0
f:9482,CP Lantern,unknown,unknown,unknown,2011-06-09,2011-06-09,1,1,0,0,0.0
f:9487,Georgetown Capital Partners,unknown,unknown,unknown,2012-07-17,2012-07-17,1,1,0,0,0.0
f:9488,IDC Frontier,JPN,Tokyo,Tokyo,2012-07-17,2012-07-17,1,1,0,0,0.0
f:9489,Double M Partners,unknown,unknown,unknown,2010-03-31,2013-12-11,22,20,0,2,3.7
f:9491,Version One Ventures,CAN,"Vancouver, BC",Vancouver,2011-11-01,2013-06-28,14,11,0,2,1.66
f:9492,Oklahoma Seed Capital Fund,unknown,unknown,unknown,2012-07-18,2013-10-03,2,2,0,0,1.21
f:9493,SeedStep Angels group,unknown,unknown,unknown,2012-07-18,2013-11-06,4,4,0,0,1.3
f:9494,FLOOR13,DEU,Stegen am Ammersee,Stegen am Ammersee,2012-06-27,2013-08-20,3,3,0,0,1.15
f:9495,Hudson Holdings,USA,Miami,Miami,,,0,0,0,1,
f:9498,Golden Gate Ventures,SGP,Singapore,Singapore,2012-01-01,2013-12-02,9,8,0,6,1.92
f:9499,RiverRock,GBR,London,London,,,0,0,0,0,
f:95,Partech Ventures,FRA,Paris,Paris,2003-04-24,2013-12-05,85,57,0,22,10.62
f:9500,Monatgue Fairfax Limited,unknown,unknown,unknown,,,0,0,0,1,
f:9502,Buran Venture Capital,RUS,Moscow,Moscow,,,0,0,2,6,
f:9503,Bridgewater Associates,USA,Westport,Westport,,,0,0,0,6,
f:9504,Mafss.com,unknown,unknown,unknown,,,0,0,0,1,
f:9505,Innovation Quest,unknown,unknown,unknown,,,0,0,0,2,
f:9506,Lemnos Labs,USA,San Francisco,SF Bay,2012-11-01,2013-09-16,4,4,3,4,0.87
f:9507,none indicated,unknown,unknown,unknown,,,0,0,0,4,
f:9508,no,unknown,unknown,unknown,,,0,0,0,1,
f:9509,Mobeus Equity Partners,GBR,London,London,2012-07-23,2013-04-28,2,2,0,0,0.76
f:951,InterWest Partners,USA,Menlo Park,SF Bay,2000-08-17,2013-11-19,178,109,0,38,13.26
f:9511,Valar Ventures,USA,San Francisco,SF Bay,2012-06-01,2013-11-06,14,12,2,3,1.43
f:9512,PNC Bank,USA,Pittsburgh,Pittsburg,2012-07-24,2012-07-24,1,1,1,8,0.0
f:9513,ServisFirst Bank,USA,Birmingham,Birmingham,,,0,0,0,1,
f:9514,Omnes Capital,FRA,Paris,Paris,2012-07-24,2013-12-09,10,10,0,5,1.38
f:9516,Equis Capital Partners,USA,Hoboken,Hoboken,2012-07-24,2012-07-24,1,1,0,0,0.0
f:9518,Deerfield Partners,USA,San Francisco,SF Bay,2012-07-25,2013-11-06,3,3,0,0,1.28
f:9519,silvano mendes,unknown,unknown,unknown,,,0,0,0,0,
f:952,Ventech,FRA,Paris,Paris,2002-09-12,2013-12-09,61,35,3,24,11.24
f:9520,Actinic Ventures,unknown,unknown,unknown,2012-07-25,2013-03-25,4,4,0,0,0.67
f:9521,Red Globe,unknown,unknown,unknown,2012-07-01,2012-07-01,1,1,0,0,0.0
f:9522,Bootfish,unknown,unknown,unknown,2012-07-01,2012-07-01,1,1,0,0,0.0
f:9523,The BAM trust,unknown,unknown,unknown,2012-07-01,2012-07-01,1,1,0,0,0.0
f:9524,IK Investment Partners,GBR,London,London,,,0,0,3,0,
f:9525,Krish Inc.,IND,Ahmedabad,Ahmedabad,,,0,0,0,2,
f:9526,de Anda Capital,USA,San Mateo,SF Bay,2012-08-07,2012-08-07,1,1,0,0,0.0
