startup_id,finOrg_id,funded_at,funding_round_type,raised_amount,is_first_round,is_last_round
3182,191,2008-12-08,series-b,10000000.0,0,0
30176,36,2008-12-10,series-b,10000000.0,1,1
30176,3558,2008-12-10,series-b,10000000.0,1,1
30178,719,2009-10-12,series-a,4000000.0,0,0
30183,3500,2008-10-21,venture,350000.0,1,1
30184,3501,2008-10-16,venture,541712.0,1,1
30188,3502,2008-04-01,venture,533333.0,0,1
30189,2132,2008-12-18,venture,10000000.0,0,0
16189,94,2008-12-29,series-c+,10000000.0,1,0
30190,3503,2008-11-18,venture,541712.0,1,1
30192,10127,2008-10-30,venture,300000.0,1,1
30192,2480,2008-10-30,venture,300000.0,1,1
30196,2855,2008-12-19,venture,446000.0,1,1
30198,340,2008-12-04,series-b,12000000.0,0,1
30198,333,2008-12-04,series-b,12000000.0,0,1
30198,637,2008-12-04,series-b,12000000.0,0,1
30198,153,2008-12-04,series-b,12000000.0,0,1
30202,3505,2006-11-01,angel,80000.0,0,1
30202,3506,2007-05-01,series-a,1500000.0,0,0
30202,682,2008-09-01,series-a,7500000.0,1,0
30203,2574,2008-10-21,venture,400000.0,1,1
30213,512,2009-07-14,venture,1400000.0,1,1
30213,998,2009-07-14,venture,1400000.0,1,1
30214,512,2009-03-18,venture,2000000.0,0,1
30217,512,2009-08-23,venture,2500000.0,0,1
30217,3508,2009-08-23,venture,2500000.0,0,1
30221,3509,2009-08-24,venture,15000000.0,1,1
30221,189,2009-08-24,venture,15000000.0,1,1
30221,493,2009-08-24,venture,15000000.0,1,1
30221,561,2009-08-24,venture,15000000.0,1,1
30221,2257,2009-08-24,venture,15000000.0,1,1
30225,48,2009-08-24,series-a,5000000.0,1,1
14504,37,2009-12-03,venture,5000000.0,0,0
15832,41,2009-03-13,series-c+,15000000.0,0,0
30229,1793,2009-08-21,venture,8000000.0,0,1
30230,41,2009-10-01,series-c+,41750000.0,0,0
30230,66,2009-10-01,series-c+,41750000.0,0,0
30230,937,2009-10-01,series-c+,41750000.0,0,0
30230,3513,2009-10-01,series-c+,41750000.0,0,0
30230,262,2007-09-19,series-b,70000000.0,0,0
30230,66,2007-09-19,series-b,70000000.0,0,0
30230,41,2007-09-19,series-b,70000000.0,0,0
30230,937,2007-09-19,series-b,70000000.0,0,0
30232,3510,2009-08-24,venture,1280000.0,1,1
30232,3511,2009-08-24,venture,1280000.0,1,1
30230,66,2006-10-12,series-a,20000000.0,0,1
30230,41,2006-10-12,series-a,20000000.0,0,1
30230,937,2006-10-12,series-a,20000000.0,0,1
30233,2142,2009-08-24,series-c+,27000000.0,1,0
30233,1747,2009-08-24,series-c+,27000000.0,1,0
30233,1901,2009-08-24,series-c+,27000000.0,1,0
30233,2604,2009-08-24,series-c+,27000000.0,1,0
30233,3512,2009-08-24,series-c+,27000000.0,1,0
30233,2504,2009-08-24,series-c+,27000000.0,1,0
30233,1122,2009-08-24,series-c+,27000000.0,1,0
30233,567,2009-08-24,series-c+,27000000.0,1,0
30234,2250,2009-08-24,series-c+,45000000.0,0,0
30234,2294,2009-08-24,series-c+,45000000.0,0,0
30234,295,2009-08-24,series-c+,45000000.0,0,0
30234,123,2009-08-24,series-c+,45000000.0,0,0
30234,1333,2009-08-24,series-c+,45000000.0,0,0
30234,1913,2009-08-24,series-c+,45000000.0,0,0
30242,2184,2009-10-17,angel,97500.0,1,1
30246,3105,2008-11-27,series-c+,14500000.0,1,1
30246,177,2008-11-27,series-c+,14500000.0,1,1
30247,670,2008-11-12,series-a,10000000.0,1,1
25030,73,2008-10-29,series-b,18170000.0,0,0
25030,2246,2008-10-29,series-b,18170000.0,0,0
25030,679,2008-10-29,series-b,18170000.0,0,0
25030,2833,2008-10-29,series-b,18170000.0,0,0
30251,3388,2008-12-10,series-a,10000000.0,1,1
30252,2252,2009-01-08,series-c+,8000000.0,1,1
30252,678,2009-01-08,series-c+,8000000.0,1,1
30252,2619,2009-01-08,series-c+,8000000.0,1,1
30252,192,2009-01-08,series-c+,8000000.0,1,1
30254,23,2008-11-03,series-a,8040000.0,0,1
30254,1793,2008-11-03,series-a,8040000.0,0,1
30256,214,2008-12-17,series-a,9900000.0,1,1
30258,1044,2008-11-07,venture,5000000.0,1,1
30258,1360,2008-11-07,venture,5000000.0,1,1
30258,1385,2008-11-07,venture,5000000.0,1,1
30260,92,2008-10-20,series-c+,25000000.0,0,1
30260,130,2008-10-20,series-c+,25000000.0,0,1
30260,3059,2008-10-20,series-c+,25000000.0,0,1
30260,2682,2008-10-20,series-c+,25000000.0,0,1
30260,1699,2008-10-20,series-c+,25000000.0,0,1
30260,3430,2008-10-20,series-c+,25000000.0,0,1
30261,1558,2008-11-15,series-b,8750000.0,1,1
30261,62,2008-11-15,series-b,8750000.0,1,1
16613,858,2008-11-26,venture,8700000.0,0,0
16613,26,2008-11-26,venture,8700000.0,0,0
30266,664,2008-10-30,series-a,7000000.0,0,1
9467,8892,2008-10-29,series-c+,8000000.0,0,1
30268,234,2008-12-15,venture,8000000.0,1,1
30268,1295,2008-12-15,venture,8000000.0,1,1
30268,2653,2008-12-15,venture,8000000.0,1,1
30267,905,2008-11-30,series-a,6300000.0,1,1
30267,1699,2008-11-30,series-a,6300000.0,1,1
30267,902,2008-11-30,series-a,6300000.0,1,1
30269,844,2008-11-18,series-a,6000000.0,1,1
6451,116,2008-12-19,series-b,7900000.0,0,0
6451,596,2008-12-19,series-b,7900000.0,0,0
30271,3519,2008-12-03,venture,3300000.0,0,1
30271,1573,2008-12-03,venture,3300000.0,0,1
30271,3520,2008-12-03,venture,3300000.0,0,1
30271,2562,2008-12-03,venture,3300000.0,0,1
30271,3522,2008-12-03,venture,3300000.0,0,1
29330,3158,2008-10-02,venture,12000000.0,1,1
30273,3521,2008-10-01,venture,7520000.0,1,1
30274,645,2008-11-17,series-a,5000000.0,1,1
30275,3523,2008-12-18,series-a,4800000.0,1,1
30285,127,2008-10-01,venture,7400000.0,1,0
30285,3348,2008-10-01,venture,7400000.0,1,0
30285,135,2008-10-01,venture,7400000.0,1,0
30285,331,2008-10-01,venture,7400000.0,1,0
5481,247,2008-10-07,series-b,7000000.0,0,1
5481,1259,2008-10-07,series-b,7000000.0,0,1
5481,788,2008-10-07,series-b,7000000.0,0,1
30288,367,2008-10-22,venture,7000000.0,1,0
30288,1926,2008-10-22,venture,7000000.0,1,0
30288,945,2008-10-22,venture,7000000.0,1,0
30289,767,2008-11-30,venture,7000000.0,0,0
30289,1391,2008-11-30,venture,7000000.0,0,0
30289,768,2008-11-30,venture,7000000.0,0,0
30289,3465,2008-11-30,venture,7000000.0,0,0
30292,2223,2008-11-24,series-a,2000000.0,1,1
30292,3524,2008-11-24,series-a,2000000.0,1,1
30307,122,2009-08-25,venture,29000000.0,1,1
30307,745,2009-08-25,venture,29000000.0,1,1
30307,1099,2009-08-25,venture,29000000.0,1,1
30307,136,2009-08-25,venture,29000000.0,1,1
30307,443,2009-08-25,venture,29000000.0,1,1
10817,13,2009-09-01,series-a,5000000.0,0,0
30339,2790,2008-12-24,venture,800000.0,1,1
30345,2677,2008-10-16,series-a,1600000.0,1,1
30347,3525,2008-10-13,series-a,1500000.0,1,1
30350,1498,2008-12-17,venture,1500000.0,1,1
30351,3526,2008-11-06,venture,10490000.0,1,1
30354,3515,2008-11-24,venture,1100000.0,1,1
30354,2493,2008-11-24,venture,1100000.0,1,1
30354,3527,2008-11-24,venture,1100000.0,1,1
30354,3528,2008-11-24,venture,1100000.0,1,1
30364,1389,2008-10-09,series-c+,1000000.0,0,0
30365,41,2008-11-25,series-a,1000000.0,1,1
30368,670,2009-12-26,series-b,9000000.0,0,1
30371,2790,2009-03-30,venture,300000.0,1,1
30373,3529,2008-12-12,series-a,860000.0,0,1
805,542,2009-08-25,series-c+,7000000.0,0,0
805,716,2009-08-25,series-c+,7000000.0,0,0
805,3531,2009-08-25,series-c+,7000000.0,0,0
30408,1146,2009-08-26,venture,5626680.0,1,1
30408,1756,2009-08-26,venture,5626680.0,1,1
20146,1713,2009-08-26,series-a,1500000.0,1,1
30418,996,2010-03-02,series-a,2800000.0,0,1
30441,3532,2008-12-03,series-a,690000.0,1,1
30444,316,2009-08-26,venture,14000000.0,1,0
30444,562,2009-08-26,venture,14000000.0,1,0
30444,1773,2009-08-26,venture,14000000.0,1,0
30444,83,2009-08-26,venture,14000000.0,1,0
30444,127,2009-08-26,venture,14000000.0,1,0
30444,316,2005-01-15,venture,5000000.0,0,0
30444,83,2005-01-15,venture,5000000.0,0,0
30444,127,2005-01-15,venture,5000000.0,0,0
30444,3440,2005-01-15,venture,5000000.0,0,0
30444,1773,2005-01-15,venture,5000000.0,0,0
30444,316,2005-03-24,series-b,8050000.0,0,0
30444,83,2005-03-24,series-b,8050000.0,0,0
30444,127,2005-03-24,series-b,8050000.0,0,0
30445,3533,2008-11-11,series-a,660000.0,0,1
24429,3534,2008-12-03,series-b,250000.0,1,0
12592,26,2009-08-27,series-a,2104119.0,0,1
12592,2510,2009-08-27,series-a,2104119.0,0,1
12592,737,2009-08-27,series-a,2104119.0,0,1
12592,1104,2009-08-27,series-a,2104119.0,0,1
12592,1647,2009-08-27,series-a,2104119.0,0,1
12592,1037,2009-08-27,series-a,2104119.0,0,1
12592,1258,2009-08-27,series-a,2104119.0,0,1
12592,608,2009-08-27,series-a,2104119.0,0,1
12592,6230,2009-08-27,series-a,2104119.0,0,1
30449,3405,2009-01-15,series-b,75000.0,1,1
30461,1657,2001-02-19,series-a,1500000.0,0,1
30461,1657,2002-05-20,series-b,5000000.0,1,0
30461,1363,2002-05-20,series-b,5000000.0,1,0
30461,1391,2002-05-20,series-b,5000000.0,1,0
30475,4653,2010-03-02,angel,1000000.0,1,1
26303,41,2007-09-26,series-c+,50000000.0,0,0
26303,130,2007-09-26,series-c+,50000000.0,0,0
26303,679,2007-09-26,series-c+,50000000.0,0,0
26303,148,2007-09-26,series-c+,50000000.0,0,0
26303,41,2006-10-31,series-b,35000000.0,0,1
26303,130,2006-10-31,series-b,35000000.0,0,1
26303,679,2006-10-31,series-b,35000000.0,0,1
26303,148,2006-10-31,series-b,35000000.0,0,1
30486,489,2007-03-26,series-a,6200000.0,0,1
30489,1866,2009-07-27,series-a,6000000.0,0,1
30489,589,2009-07-27,series-a,6000000.0,0,1
30490,3536,2009-07-22,venture,10000000.0,1,1
2351,134,2009-08-27,venture,5000000.0,0,0
2351,3537,2009-08-27,venture,5000000.0,0,0
24909,3374,2009-07-02,series-a,6300000.0,0,0
815,381,2009-08-27,series-c+,7000000.0,1,0
815,382,2009-08-27,series-c+,7000000.0,1,0
815,34,2009-08-27,series-c+,7000000.0,1,0
30492,2643,2009-06-19,series-b,5000000.0,0,0
815,34,2006-01-01,series-a,5300000.0,0,1
815,382,2006-01-01,series-a,5300000.0,0,1
30556,66,2009-08-28,venture,8600000.0,0,1
19597,29,2009-08-28,venture,3000000.0,1,1
19597,3538,2009-08-28,venture,3000000.0,1,1
19597,128,2009-08-28,venture,3000000.0,1,1
19597,3539,2009-08-28,venture,3000000.0,1,1
19597,3765,2009-08-28,venture,3000000.0,1,1
30562,269,2009-08-28,series-a,2300000.0,0,1
30562,569,2009-08-28,series-a,2300000.0,0,1
1038,120,2009-04-13,series-c+,5000000.0,0,0
1038,61,2009-04-13,series-c+,5000000.0,0,0
1038,802,2009-04-13,series-c+,5000000.0,0,0
1038,3440,2009-04-13,other,8000000.0,0,0
9260,2862,2012-03-07,series-a,2000000.0,0,1
30584,8234,2011-02-18,series-b,2500000.0,1,0
30584,8235,2011-02-18,series-b,2500000.0,1,0
30604,3409,2009-08-24,series-a,1000000.0,1,1
30605,180,2008-03-01,series-a,4500000.0,0,1
30634,3540,2008-12-11,angel,200000.0,1,0
30635,376,2005-08-01,series-a,4000000.0,0,1
30635,670,2005-08-01,series-a,4000000.0,0,1
30667,3278,2008-11-03,series-b,10000000.0,1,1
30667,1279,2008-11-03,series-b,10000000.0,1,1
30687,23,2009-08-31,venture,50000000.0,1,1
30687,1971,2009-08-31,venture,50000000.0,1,1
30687,3466,2009-08-31,venture,50000000.0,1,1
30687,227,2009-08-31,venture,50000000.0,1,1
30687,3440,2009-08-31,other,50000000.0,1,1
11817,26,2009-08-31,venture,10500000.0,0,0
26862,3248,2009-08-31,venture,7700000.0,0,0
30695,507,2009-10-21,series-b,20000000.0,0,1
30695,5553,2009-10-21,series-b,20000000.0,0,1
30701,1821,2009-08-31,series-b,11000000.0,1,0
30701,378,2009-08-31,series-b,11000000.0,1,0
30701,378,2008-06-03,series-a,4000000.0,0,1
30728,3544,2006-01-01,series-a,1000000.0,1,1
30800,286,2008-11-10,series-b,10000000.0,0,0
30801,99,2008-11-11,series-b,10000000.0,1,1
4219,649,2009-09-01,series-c+,7500000.0,0,0
4219,101,2009-09-01,series-c+,7500000.0,0,0
4219,137,2009-09-01,series-c+,7500000.0,0,0
30814,1216,2009-08-31,angel,1100000.0,0,1
30814,1396,2009-08-31,angel,1100000.0,0,1
30814,3546,2009-08-31,angel,1100000.0,0,1
30814,3410,2009-08-31,angel,1100000.0,0,1
30818,748,2008-07-01,series-a,3000000.0,1,1
30818,375,2008-07-01,series-a,3000000.0,1,1
30823,66,2008-10-01,venture,5000000.0,1,1
30824,66,2008-02-01,venture,5000000.0,0,1
30825,507,2008-03-31,venture,3000000.0,0,1
30825,66,2008-03-31,venture,3000000.0,0,1
30830,66,2008-03-04,series-a,6000000.0,1,1
30834,48,2009-09-15,series-a,8000000.0,0,1
30834,13,2009-09-15,series-a,8000000.0,0,1
12836,240,2009-09-01,series-b,2000000.0,0,0
549,494,2009-09-02,series-c+,2000000.0,1,0
12131,493,2009-09-02,series-a,4500000.0,1,0
5936,286,2009-09-01,series-b,5000000.0,0,0
5936,3,2009-09-01,series-b,5000000.0,0,0
5936,94,2009-09-01,series-b,5000000.0,0,0
30930,1371,1999-01-01,series-a,2500000.0,0,1
30930,1371,2002-04-18,series-b,6000000.0,0,0
30930,1275,2002-04-18,series-b,6000000.0,0,0
30930,1363,2002-04-18,series-b,6000000.0,0,0
30930,1371,2004-05-01,series-c+,2100000.0,1,0
30930,1275,2004-05-01,series-c+,2100000.0,1,0
30930,1363,2004-05-01,series-c+,2100000.0,1,0
30930,3549,2004-05-01,series-c+,2100000.0,1,0
23775,29,2009-09-01,series-a,1200000.0,1,0
23775,17,2009-09-01,series-a,1200000.0,1,0
23775,2553,2009-09-01,series-a,1200000.0,1,0
23775,2510,2009-09-01,series-a,1200000.0,1,0
30943,3550,2009-01-01,series-a,2000000.0,1,1
31010,1,2009-09-04,venture,4000000.0,1,1
20303,45,2009-09-04,angel,1350000.0,0,1
20303,31,2009-09-04,angel,1350000.0,0,1
20303,3181,2009-09-04,angel,1350000.0,0,1
31015,99,2009-09-02,series-b,12000000.0,1,1
31015,192,2009-09-02,series-b,12000000.0,1,1
31015,1859,2009-09-02,series-b,12000000.0,1,1
31015,388,2009-09-02,series-b,12000000.0,1,1
31017,1591,2009-08-28,venture,15000000.0,0,1
31031,7125,2009-09-01,series-a,2500000.0,1,0
31072,4411,2007-07-31,venture,9560000.0,0,1
31072,1592,2007-07-31,venture,9560000.0,0,1
31120,1902,2009-09-02,venture,10000000.0,1,0
31120,316,2009-09-02,venture,10000000.0,1,0
31123,6230,2009-09-02,series-a,8100000.0,0,1
31127,596,2009-09-02,series-a,2000000.0,1,1
31141,3551,2009-09-01,series-a,1500000.0,1,1
31143,168,2009-08-21,series-a,12000000.0,0,1
31143,7,2009-08-21,series-a,12000000.0,0,1
31142,83,2009-08-31,series-a,25000000.0,0,1
31142,14877,2009-08-31,series-a,25000000.0,0,1
31145,1492,2009-08-31,venture,10000000.0,0,1
31146,227,2009-08-31,venture,12000000.0,0,1
31146,426,2009-08-31,venture,12000000.0,0,1
31146,1158,2009-08-31,venture,12000000.0,0,1
31146,581,2009-08-31,venture,12000000.0,0,1
31154,3584,2008-07-04,angel,25000.0,1,1
31155,3584,2008-06-01,angel,25000.0,1,1
31157,3584,2008-07-01,angel,25000.0,1,1
31160,3584,2008-06-01,angel,25000.0,1,1
31201,6166,2007-11-01,series-a,400000.0,1,1
31212,3584,2008-06-01,angel,25000.0,1,1
7561,3584,2008-06-01,angel,25000.0,1,1
31217,1391,2007-12-01,series-a,2500000.0,1,1
31217,3556,2007-12-01,series-a,2500000.0,1,1
31226,1374,2009-05-22,angel,20000.0,0,1
31226,3809,2009-05-22,angel,20000.0,0,1
31234,492,2008-01-28,series-a,13000000.0,1,1
31234,764,2008-01-28,series-a,13000000.0,1,1
31282,492,2008-01-25,series-a,1300000.0,1,1
31283,3557,2008-03-19,venture,4200000.0,1,0
31284,522,2008-03-15,series-b,20300000.0,0,1
31284,248,2008-03-15,series-b,20300000.0,0,1
31285,2001,2008-07-27,series-b,14500000.0,1,0
31285,3821,2008-07-27,series-b,14500000.0,1,0
11571,875,2008-06-03,other,5000000.0,0,1
8159,48,2009-09-09,series-c+,8000000.0,1,1
8159,390,2009-09-09,series-c+,8000000.0,1,1
31291,1072,2007-03-16,series-a,36000000.0,1,1
31293,1913,2006-09-06,series-a,8000000.0,0,1
31293,509,2006-09-06,series-a,8000000.0,0,1
31294,3584,2008-01-01,angel,25000.0,0,1
31295,191,2006-09-18,series-b,8000000.0,0,1
31295,166,2006-09-18,series-b,8000000.0,0,1
23882,41,2009-09-11,series-b,14000000.0,0,0
23882,146,2009-09-11,series-b,14000000.0,0,0
23882,2619,2009-09-11,series-b,14000000.0,0,0
31297,3584,2008-01-01,angel,25000.0,1,1
31298,2253,2006-09-18,series-b,26000000.0,0,1
31298,2257,2006-09-18,series-b,26000000.0,0,1
31298,792,2006-09-18,series-b,26000000.0,0,1
31298,2815,2006-09-18,series-b,26000000.0,0,1
25492,2252,2006-09-20,series-c+,27620000.0,0,1
25492,13,2006-09-20,series-c+,27620000.0,0,1
25492,192,2006-09-20,series-c+,27620000.0,0,1
16761,3,2007-03-22,series-b,8000000.0,0,1
16761,1259,2007-03-22,series-b,8000000.0,0,1
16761,609,2007-03-22,series-b,8000000.0,0,1
25835,3042,2007-04-09,series-a,2500000.0,0,1
22573,269,2007-05-09,series-a,13100000.0,0,1
22573,147,2007-05-09,series-a,13100000.0,0,1
3006,1963,2007-07-10,series-c+,14000000.0,0,0
3006,894,2007-07-10,series-c+,14000000.0,0,0
3006,179,2007-07-10,series-c+,14000000.0,0,0
3006,2619,2007-07-10,series-c+,14000000.0,0,0
24518,116,2007-06-22,series-a,10000000.0,0,1
1616,333,2009-09-09,series-b,8250000.0,0,0
1616,2252,2009-09-09,series-b,8250000.0,0,0
28554,3012,2009-09-09,series-b,10000000.0,1,1
31348,34,2009-09-09,series-c+,20000000.0,1,0
31348,286,2009-09-09,series-c+,20000000.0,1,0
31348,503,2009-09-09,series-c+,20000000.0,1,0
31348,243,2009-09-09,series-c+,20000000.0,1,0
31348,4,2009-09-09,series-c+,20000000.0,1,0
31348,503,2008-07-01,series-b,40000000.0,0,0
31348,4,2008-07-01,series-b,40000000.0,0,0
31348,243,2008-07-01,series-b,40000000.0,0,0
31348,286,2008-07-01,series-b,40000000.0,0,0
31348,34,2008-07-01,series-b,40000000.0,0,0
31399,3559,2009-05-01,other,220000.0,1,1
31421,3560,2009-08-31,other,8000000.0,1,1
22113,192,2009-09-10,venture,1200000.0,1,1
31452,670,2008-08-27,series-a,1900000.0,1,1
31453,2001,2008-06-20,venture,9000000.0,1,1
31453,2253,2008-06-20,venture,9000000.0,1,1
31453,2825,2008-06-20,venture,9000000.0,1,1
27429,92,2007-09-04,series-c+,19500000.0,0,0
27429,42,2007-09-04,series-c+,19500000.0,0,0
27429,262,2007-09-04,series-c+,19500000.0,0,0
27429,573,2007-09-04,series-c+,19500000.0,0,0
27429,1699,2007-09-04,series-c+,19500000.0,0,0
27429,1334,2007-09-04,series-c+,19500000.0,0,0
27429,41,2007-09-04,series-c+,19500000.0,0,0
27429,939,2007-09-04,series-c+,19500000.0,0,0
27429,2124,2007-09-04,series-c+,19500000.0,0,0
27429,3563,2007-09-04,series-c+,19500000.0,0,0
27556,679,2007-08-31,series-b,20600000.0,0,1
27556,1200,2007-08-31,series-b,20600000.0,0,1
27556,3564,2007-08-31,series-b,20600000.0,0,1
26000,2142,2007-08-20,series-a,6600000.0,0,1
26000,316,2007-08-20,series-a,6600000.0,0,1
31285,2001,2007-08-15,series-a,7100000.0,0,1
31285,3821,2007-08-15,series-a,7100000.0,0,1
31455,951,2007-08-13,series-b,25000000.0,0,1
31455,204,2007-08-13,series-b,25000000.0,0,1
31455,91,2007-08-13,series-b,25000000.0,0,1
24702,3565,2007-08-10,venture,3750000.0,0,1
31459,2252,2007-07-31,venture,6000000.0,1,1
31459,4249,2007-07-31,venture,6000000.0,1,1
31459,379,2007-07-31,venture,6000000.0,1,1
26016,1898,2007-07-30,venture,30000000.0,0,0
26016,113,2007-07-30,venture,30000000.0,0,0
26016,3566,2007-07-30,venture,30000000.0,0,0
31466,11,2007-06-25,series-a,4560000.0,1,1
31466,333,2007-06-25,series-a,4560000.0,1,1
31466,2262,2007-06-25,series-a,4560000.0,1,1
31467,580,2007-07-23,series-a,1750000.0,0,1
27354,2294,2007-06-18,series-a,4000000.0,0,1
31488,1913,2007-06-12,series-b,42700000.0,1,1
31488,91,2007-06-12,series-b,42700000.0,1,1
31488,1864,2007-06-12,series-b,42700000.0,1,1
31489,2263,2007-06-12,venture,5000000.0,1,1
31490,2143,2007-06-06,series-b,10000000.0,1,1
31493,66,2007-05-31,venture,5000000.0,0,1
31494,3567,2007-05-31,series-b,4000000.0,1,1
31495,3821,2007-05-24,series-c+,20000000.0,0,1
31495,1739,2007-05-24,series-c+,20000000.0,0,1
31495,285,2007-05-24,series-c+,20000000.0,0,1
31495,1239,2007-05-24,series-c+,20000000.0,0,1
27545,1492,2007-06-05,series-a,10000000.0,0,1
27545,26,2007-06-05,series-a,10000000.0,0,1
27545,1563,2007-06-05,series-a,10000000.0,0,1
27545,568,2007-06-05,series-a,10000000.0,0,1
27545,2708,2007-06-05,series-a,10000000.0,0,1
31522,3568,2008-01-01,series-a,1000000.0,0,1
31546,1112,2007-07-19,series-c+,30000000.0,0,1
31546,2064,2007-07-19,series-c+,30000000.0,0,1
31546,92,2007-07-19,series-c+,30000000.0,0,1
31546,191,2007-07-19,series-c+,30000000.0,0,1
31546,1113,2007-07-19,series-c+,30000000.0,0,1
31546,248,2007-07-19,series-c+,30000000.0,0,1
31549,2814,2007-06-29,series-c+,44000000.0,1,1
31549,2658,2007-06-29,series-c+,44000000.0,1,1
31549,2142,2007-06-29,series-c+,44000000.0,1,1
31549,1497,2007-06-29,series-c+,44000000.0,1,1
31549,951,2007-06-29,series-c+,44000000.0,1,1
31549,2001,2007-06-29,series-c+,44000000.0,1,1
31549,3821,2007-06-29,series-c+,44000000.0,1,1
31549,654,2007-06-29,series-c+,44000000.0,1,1
31550,192,2007-05-29,series-b,19000000.0,1,0
31550,2210,2007-05-29,series-b,19000000.0,1,0
31550,3821,2007-05-29,series-b,19000000.0,1,0
31551,2346,2007-05-23,series-c+,30000000.0,1,0
31551,2139,2007-05-23,series-c+,30000000.0,1,0
31551,3463,2007-05-23,series-c+,30000000.0,1,0
31551,252,2007-05-23,series-c+,30000000.0,1,0
31551,2677,2007-05-23,series-c+,30000000.0,1,0
3931,1391,2008-04-01,series-a,1000000.0,1,1
31556,3569,2007-05-15,series-b,3000000.0,1,0
31557,2250,2007-04-18,series-b,85000000.0,0,1
31557,2220,2007-04-18,series-b,85000000.0,0,1
31557,36,2007-04-18,series-b,85000000.0,0,1
31559,2142,2007-04-19,series-c+,15000000.0,1,1
31559,1113,2007-04-19,series-c+,15000000.0,1,1
31559,5,2007-04-19,series-c+,15000000.0,1,1
31561,3821,2007-05-07,series-b,20000000.0,0,1
31561,2210,2007-05-07,series-b,20000000.0,0,1
31561,2955,2007-05-07,series-b,20000000.0,0,1
31561,2435,2007-05-07,series-b,20000000.0,0,1
31563,2294,2007-05-11,series-b,16000000.0,1,1
31563,2322,2007-05-11,series-b,16000000.0,1,1
28434,1785,2007-04-03,venture,2700000.0,0,0
31564,2985,2007-03-30,series-b,10500000.0,1,1
31564,728,2007-03-30,series-b,10500000.0,1,1
31556,3569,2006-12-06,series-a,1000000.0,0,1
25971,1687,2006-11-17,series-b,16000000.0,1,1
25971,1231,2006-11-17,series-b,16000000.0,1,1
25971,183,2006-11-17,series-b,16000000.0,1,1
25971,67,2006-11-17,series-b,16000000.0,1,1
26016,113,2007-03-05,venture,10000000.0,0,1
26016,3566,2007-03-05,venture,10000000.0,0,1
28110,2001,2007-03-22,series-c+,29840000.0,1,0
28110,2407,2007-03-22,series-c+,29840000.0,1,0
28110,1974,2007-03-22,series-c+,29840000.0,1,0
28110,2250,2007-03-22,series-c+,29840000.0,1,0
26305,105,2007-05-11,venture,20000000.0,0,1
31569,3584,2008-01-01,angel,25000.0,1,1
31570,3584,2008-01-01,angel,25000.0,1,1
31660,2137,2009-09-10,series-a,13600000.0,0,1
31660,3292,2009-09-10,series-a,13600000.0,0,1
31660,2288,2009-09-10,series-a,13600000.0,0,1
31660,2531,2009-09-10,series-a,13600000.0,0,1
31662,1866,2008-01-23,venture,2000000.0,0,1
24988,41,2008-01-14,series-a,3000000.0,0,1
21817,2220,2007-12-06,series-c+,69000000.0,0,1
21817,1974,2007-12-06,series-c+,69000000.0,0,1
21817,2865,2007-12-06,series-c+,69000000.0,0,1
25250,550,2008-12-05,series-a,4000000.0,0,1
25250,17,2008-12-05,series-a,4000000.0,0,1
31665,3102,2007-12-04,venture,20000000.0,0,1
30412,909,2009-08-01,angel,25000.0,1,0
548,130,2007-09-01,series-c+,55200000.0,0,0
548,1262,2007-09-01,series-c+,55200000.0,0,0
548,3574,2007-09-01,series-c+,55200000.0,0,0
31733,1913,2007-12-21,series-c+,62500000.0,1,1
31733,2629,2007-12-21,series-c+,62500000.0,1,1
31733,92,2007-12-21,series-c+,62500000.0,1,1
31733,3575,2007-12-21,series-c+,62500000.0,1,1
25210,2257,2007-12-10,series-b,21000000.0,0,0
25210,2001,2007-12-10,series-b,21000000.0,0,0
25855,195,2007-12-03,series-c+,12000000.0,0,1
31736,318,2007-10-29,series-b,20300000.0,0,1
31736,1747,2007-10-29,series-b,20300000.0,0,1
25330,2258,2007-10-16,angel,1000000.0,0,1
31737,2836,2007-06-13,private-equity,8387128.0,0,1
31737,2364,2007-06-13,private-equity,8387128.0,0,1
26086,135,2007-10-04,other,15000000.0,0,0
26086,2682,2007-10-04,other,15000000.0,0,0
31740,3522,2007-10-18,venture,3200000.0,0,1
31740,3576,2007-10-18,venture,3200000.0,0,1
24837,875,2007-09-19,other,5000000.0,0,0
31741,249,2007-08-30,venture,225000000.0,1,1
31741,83,2007-08-30,venture,225000000.0,1,1
31741,1904,2007-08-30,venture,225000000.0,1,1
31741,8,2007-08-30,venture,225000000.0,1,1
31741,137,2007-08-30,venture,225000000.0,1,1
23971,7,2007-08-16,series-a,8370000.0,0,1
23971,318,2007-08-16,series-a,8370000.0,0,1
29388,2435,2007-08-06,venture,3000000.0,0,1
29388,644,2007-08-06,venture,3000000.0,0,1
31751,94,2007-06-29,series-a,4500000.0,1,1
31751,147,2007-06-29,series-a,4500000.0,1,1
31751,844,2007-06-29,series-a,4500000.0,1,1
31753,2902,2007-05-14,series-a,4000000.0,1,1
31753,3577,2007-05-14,series-a,4000000.0,1,1
31754,3398,2007-03-28,series-c+,50000000.0,1,1
31754,1497,2007-03-28,series-c+,50000000.0,1,1
31754,224,2007-03-28,series-c+,50000000.0,1,1
31754,2235,2007-03-28,series-c+,50000000.0,1,1
31754,1112,2007-03-28,series-c+,50000000.0,1,1
31754,814,2007-03-28,series-c+,50000000.0,1,1
